barcode,author,title,440$v(volume),publisher,copyrightdate,pages,ClassificationNumber,041$h(language),3(stockhead),homebranch,650$a(subject),price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
LGARC#738,"Bhatt,N.D.",Engg.Drawing,,,,,ARC,,,ARC,,175,,,,,,,,
LGARC#739,"Garg,H.P.",Solar energy,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#740,Mehata, Basic electrical engg.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#741,"Garg,S.K.",Sewage disposal & air pollution engg.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#742,"Punmia,B.C.",water supply engg.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#743,"Punmia,B.C.",Waste water engg.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#744,"De chiara,Joseph",T.S.S. for housing & residential development,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#745,"Deolalikar,S.G.",Plumbing design & prectice,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#746,"Pual Lang,V",Air conditioning procedure & installation,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#747,"mckay,W.B.",Building Construction,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#748,"mckay,W.B.",Building Construction,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#749,Hudco,Mane,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#750,"Callender,Watson",T.S.S.for architectural design data,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#751,Nath,Agra and its monument,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#752,"Jain, A.K.",School bldg. plng. design  & management,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#753,"Lawson,Bryan",design in mind,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#754,"Krier,Leon",Imitation & Innovation,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#755,"Walton,D",Building Construction,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#756,"Lang,Jon",Architecture & independence,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#757,"Jain,A.K.",The Indian Mega city & economic reforms,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#758,"Curtis,J.R.",Le carbusier ideas & forms,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#759,"Kunder,Gopinath",Hospitals,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#760,Arora,A.T.B.of Construction Materials,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#761,Phaidon,Alvar alto,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#762,"Pearman,Hugh",Contemprary Worid architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#763,"Foster,Micheal","Architecture Style, Structure,Design",,,,,ARC,,,ARC,,,,,,,,,,
LGARC#764,"Dawson,B",Traditional bldgs.of india,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#765,"William,J.R.Curtis",Modern architecture since 1900,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#766,Koenigsberger,Manual of Tropical Housing and Building Climatic Design,,Orient,1998,320,ARC,,,ARC,,180,,,,,,,,
LGARC#767,MUDGIL K R,ARCHITECTURAL DESIGN,,NEW A PUB,1995,96p,ARC,,,ARC,,,,,,,,,,
LGARC#768,"Mathur, S.B.",A Text book of Engineering Drawing,,Vikas Publication,1997,572,ARC,,,ARC,,445,,,,,,,,
LGARC#769,"Jain, V.K.",Fire Safety in Building,,New age Publication,1996,459,ARC,,,ARC,,675,,,,,,,,
LGARC#770,"Preece , R.A.",Design of The Landscape,,CBS,1992,283,ARC,,,ARC,,535,,,,,,,,
LGARC#771,"Das , S.K./ Joglekar",Contemporary India Architectures,,Galgotia Publication,1995,112,ARC,,,ARC,,877.5,,,,,,,,
LGARC#772,PMH,ARCO COLOUR HOUSES,,PMH,1999,159p,ARC,,,ARC,,,,,,,,,,
LGARC#773,Spence,"Construction materials , methods & techniques",,Delmar,1998,1195,ARC,,,ARC,,1917.3,,,,,,,,
LGARC#774,Christopher Alxender,A Pattern Language : Town Building,,Oxford,1977,1171,ARC,,,ARC,,2307,,,,,,,,
LGARC#775,Moffett&Marian,World History of Architecture,,Laurence King Publishing,2003,592,ARC,,,ARC,,2307.2,,,,,,,,
LGARC#776,Unwin&Simon,Analysising Architecture,,Routledge,2002,208,ARC,,,ARC,,1976.78,,,,,,,,
LGARC#777,Sangeet Sharma,Architectural Aesthetics,,Abhishek publication,2005,117,ARC,,,ARC,,695,,,,,,,,
LGARC#778,Davitt&Kaith,Beyond the Lawn,,Quarry books,2003,136,ARC,,,ARC,,923.54,,,,,,,,
LGARC#779,Hutchings&J.F.,Builders Guide to Modular Construction,,Mcgraw Hill,1996,325,ARC,,,ARC,,2076.69,,,,,,,,
LGARC#780,"Archiworld Company, Limited",Charles Correa : PA Architect 22,,"Archiworld Company, Limited",2001,239,ARC,,,ARC,,1755.6,,,,,,,,
LGARC#781,Arvind Krishan,Climate Responsive Architecture,,Tata Mcgraw Hill,2004,409,ARC,,,ARC,,675,,,,,,,,
LGARC#782,Reynolds&John S.,Courtards,,John Wiley,2002,243,ARC,,,ARC,,3696,,,,,,,,
LGARC#783,Hugues&Theoder,Building with Large Clay Blocks,,Birkhauser,2004,118,ARC,,,ARC,,1824.78,,,,,,,,
LGARC#784,Christian Schittich,In Detail Building Skins,,Birkhauser,2001,196,ARC,,,ARC,,3976.53,,,,,,,,
LGARC#785,Hosagraha&Jyoti,Indigenoeus Modernities,,Routledge,2005,234,ARC,,,ARC,,595,,,,,,,,
LGARC#788,"Ernst Neufert, Peter Neufert",Neufart Architects Data,,Blackwell,2004,626,ARC,,,ARC,,2100,,,,,,,,
LGARC#789,Prentice Hall of Indialip/ Haxell,Simple Hand made Storage,,Laurel,2004,128,ARC,,,ARC,,921.69,,,,,,,,
LGARC#790,"Behling , Stefan",Solar Power,,Prestel,2002,240,ARC,,,ARC,,1891.08,,,,,,,,
LGARC#791,"Celik , Zeynep",Streets,,University of California Press,1994,293,ARC,,,ARC,,1152.69,,,,,,,,
LGARC#792,"Thakur, L.S.",The Architectural Heritage of Himachal Pradesh,,Munshiram Manoharlal Publishers,1996,135,ARC,,,ARC,,750,,,,,,,,
LGARC#793,ISHWARCHAND,THE CLIMATIC DATA,,TMH,1999,214p,ARC,,,ARC,,,,,,,,,,
LGARC#794,"Cooper , Paul",The New Tech Garden,,Mitchell,2002,192,ARC,,,ARC,,2060,,,,,,,,
LGARC#795,Farooq Ameen,The South Asian Paradigm,,Marg publication,1997,1101,ARC,,,ARC,,1750,,,,,,,,
LGARC#796,Dixon,Urban Space No.3,,The Design Prentice Hall of India,2004,328,ARC,,,ARC,,2541,,,,,,,,
LGARC#797,PILLAI G M,THE NEW ENERGY ECONOMY,,WISE,2005,254p,ARC,,,ARC,,,,,,,,,,
LGARC#798,DEEPENDRA PRASHAD,NEW ARCHITECTURE & URBANIS DEVELOPMENT OF INDIAN,,INTBAV,2007,339p,ARC,,,ARC,,0,,,,,,,,
LGARC#799,Losantos Agata,Urban Landscape,,F.K.G.,2008,255,ARC,,,ARC,,1800,,,,,,,,
LGARC#800,Archiworld,Hotel - I,,Archiworld,2008,223,ARC,,,ARC,,2110,,,,,,,,
LGARC#801,Archiworld,Commerce,,Archiworld,2008,221,ARC,,,ARC,,2110,,,,,,,,
LGARC#802,Archiworld,Education,,Archiworld,2008,221,ARC,,,ARC,,2110,,,,,,,,
LGARC#803,Campos Cristian,Living in Small Space,,FKG,2008,271,ARC,,,ARC,,1800,,,,,,,,
LGARC#804,Brown David J.,Bridges,,Mitchell,2005,208,ARC,,,ARC,,1805,,,,,,,,
LGARC#805,HUNT'S,TOM HUNTS SECONDS SKECH BOOK,,ARCHI,2003,203p,ARC,,,ARC,,,,,,,,,,
LGARC#806,"Stuart, J.A. / Stern J.","Ely Jaques Kahn , Architect",,Norton Co.,2006,276,ARC,,,ARC,,2814,,,,,,,,
LGARC#807,Brampton Kenneth,Charles Correa,,Perennial Press,2006,271,ARC,,,ARC,,1495,,,,,,,,
LGARC#808,Bhopatkar / Shirole,Practical Building Construction,,Anjali Prakashan,2006,304,ARC,,,ARC,,1000,,,,,,,,
LGARC#809,Archiworld,Hotel-II,,Archiworld,2008,224,ARC,,,ARC,,2110.53,,,,,,,,
LGARC#810,Sza Lapaj Peter,Contemporary Architecture,,Elsevier,2005,275,ARC,,,ARC,,2014.36,,,,,,,,
LGARC#811,Badezimmer/ Praktische,Practical Ideas for Kitchens and Bathrooms,,FKG,2006,199,ARC,,,ARC,,1800,,,,,,,,
LGARC#812,Beri Pramod,Form Follows Feeling,,Anjali Prakashan,2009,321,ARC,,,ARC,,1000,,,,,,,,
LGARC#813,Quartino D.S.,SPA Beauty Health and Design,,FKG,2008,299,ARC,,,ARC,,1800,,,,,,,,
LGARC#814,SML,TOP HOUSES,,SML,2009,288p,ARC,,,ARC,,,,,,,,,,
LGARC#815,Taschen,Architecture in The 20th Century Vol-I,,Taschen,2005,286,ARC,,,ARC,,613.34,,,,,,,,
LGARC#816,Taschen,Architecture in The 20th Century Vol-I,,Taschen,2005,286,ARC,,,ARC,,613.34,,,,,,,,
LGARC#817,Thomas Derek,Architecture & the Urban Environment,,Arch.Press,2002,224,ARC,,,ARC,,2624.06,,,,,,,,
LGARC#818,Jones Will,New Residential Architecture,,NRA,2005,176,ARC,,,ARC,,2422.39,,,,,,,,
LGARC#819,Archiworld,Interior Space Living Room & Dinning Room,,Archiworld,2006,340,ARC,,,ARC,,1500.8,,,,,,,,
LGARC#820,Archiworld,Interior Space Room & Bathroom,,Archiworld,2006,285,ARC,,,ARC,,1500.8,,,,,,,,
LGARC#821,Archiworld,Interior Space Shop and Façade,,Archiworld,2006,285,ARC,,,ARC,,1500.8,,,,,,,,
LGARC#822,SPON PRESS,INTERNATIONAL ARCHITECTURE YEAR BOOK,,SPON PRESS,2000,256p,ARC,,,ARC,,,,,,,,,,
LGARC#823,Canizares A.G.,Kindergardens : School & Play Grounds,,FKG,2008,255,ARC,,,ARC,,1639.16,,,,,,,,
LGARC#824,KYUNG KIM,IA INTERIOR ARCHITECTURE,,ARCHI-WORD,2004,155p,ARC,,,ARC,,,,,,,,,,
LGARC#825,G L ASSOCATE,IA INTERIOR ARCHITECTURE,,ARCHI-WORD,2004,177p,ARC,,,ARC,,,,,,,,,,
LGARC#826,COL,CLASSICS OF LANDSCAPE,,ARCHI-WORD,2008,375p,ARC,,,ARC,,,,,,,,,,
LGARC#827,COL,CLASSICS OF LANDSCAPE,,ARCHI-WORD,2008,375p,ARC,,,ARC,,,,,,,,,,
LGARC#828,C3 Topic,C3 Topic : Public Space For Amusement,,C3 Pub. Co.,2009,265,ARC,,,ARC,,2750,,,,,,,,
LGARC#829,C3 Topic,C3 Topic : Apartments Today,,C3 Pub. Co.,2008,259,ARC,,,ARC,,2750,,,,,,,,
LGARC#830,C3 Topic,C3 Topic : Museum & Exhibition Space,,C3 Pub. Co.,2008,265,ARC,,,ARC,,2750,,,,,,,,
LGARC#831,C3 Topic,C3 Topic : Performing Arts Space & Faculty,,C3 Pub. Co.,2009,255,ARC,,,ARC,,2750,,,,,,,,
LGARC#832,C3 Topic,C3 Topic : Architecture For Public,,C3 Pub. Co.,2008,248,ARC,,,ARC,,2750,,,,,,,,
LGARC#833,Zhou Jingmin,Urban Housing Forms,,Elsevier,2005,254,ARC,,,ARC,,2905.46,,,,,,,,
LGARC#834,"Pandya,Yatin",Concept of space in traditional Indian Architecture,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#835,"Pandya,Yatin",Concept of Space Making,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#836,David,Neufert Architects Data 4rd Ed.,,,,,ARC,,,ARC,,,,,,,,,,
LGARC#837,Hopper,Graphic Standards Fields guide to Softscape,,Wiley,2011,420p,ARC,,,ARC,,4909.25,,,,,,,,
LGARC#838,Wooley,Low Impact Building,,Wiley Blackwell,2013,234p,ARC,,,ARC,,6415.7,,,,,,,,
LGARC#839,Tiesdell,Urban Design in the Real State Development Process,,Wiley Blackwell,2011,326p,ARC,,,ARC,,8776.35,,,,,,,,
LGARC#840,Syed R Qasim,Waste Water Treatment Plants,,CRC Press,2015,1107p,ARC,,,ARC,,1295,,,,,,,,
LGARC#841,Peter Gossel,Modern Architecture A to Z,,Taschen,2015,"302, 590",ARC,,,ARC,,3617.96,,,,,,,,
LGARC#842,Council of Architecture,Archiving 14 Architectural Thesis,,Council of Architecture,2015,151p,ARC,,,ARC,,2900,,,,,,,,
LGARC#843,Council of Architecture,Archiving 14 Architectural Thesis,,Council of Architecture,2015,151p,ARC,,,ARC,,2900,,,,,,,,
LGARC#844,Council of Architecture,The Rural Studio Project,,Council of Architecture,2015,92p,ARC,,,ARC,,1750,,,,,,,,
LGARC#845,Council of Architecture,The Rural Studio Project,,Council of Architecture,2015,92p,ARC,,,ARC,,1750,,,,,,,,
LGARC#846,Peter Gossel,Modern Architecture A to Z,,Taschen,2015,"302, 590",ARC,,,ARC,,3617.96,,,,,,,,
LGARC#847,Mishra Kajri,Odisha An Architectural Odyssey,,Bloomsbury,2016,201p,ARC,,,ARC,,1125,,,,,,,,
LGARC#848,Council of Architecture,Design of MAnual for Barrier Free Built Environment,,Council of Architecture,2015,52p,ARC,,,ARC,,1124,,,,,,,,
LGARC#849,Carson Rachel,Silent Spring,,Mariner Book,2002,378p,ARC,,,ARC,,874.98,,,,,,,,
LGARC#850,Michael Braungart,The Upcycle,,Melcher Media,2013,227p,ARC,,,ARC,,1313.28,,,,,,,,
LGARC#851,James Lovelock,Gaia,,Oxford,2016,148p,ARC,,,ARC,,1091.66,,,,,,,,
LGARC#852,Roger Lewin,Complexity : Life on the Edge of Chaos,,Phcenix,1993,208p,ARC,,,ARC,,521.18,,,,,,,,
LGARC#853,Lovins L H,Natural Capitalism: The Next Industrial Revolution,,Earthscan,2010,418p,ARC,,,ARC,,1474.7,,,,,,,,
LGARC#854,Michael Braungart,Cradle to Cradle,,Vintage Book,2009,192p,ARC,,,ARC,,670.3,,,,,,,,
LGARC#855,Dhaky M A,Footprint of Visvakarma,,COA,2018,456p,ARC,,,ARC,,3400,,,,,,,,
LGARC#856,COA,Archiving Architectural Thesis 2016,,COA,2016,156p,ARC,,,ARC,,3350,,,,,,,,
LGARC#857,COA,Archiving Architectural Thesis 2016,,COA,2016,156p,ARC,,,ARC,,3350,,,,,,,,
LGARC#858,COA,India : Unbuilt Architecture,,COA,2019,303p,ARC,,,ARC,,3400,,,,,,,,
LGARC#859,"Seong, Jeong",Contemporary Architecture 2003 New Concepts Of Architecture,,Hyosung,2000,256,ARC,,,ARC,,1285,,,,,,,,
LGARC#860,"Seong, Jeong",Contemporary Architecture 2003 New Concepts Of Architecture,,Hyosung,1996,271,ARC,,,ARC,,1285,,,,,,,,
LGARC#861,"Seong, Jeong",CA 18 New Churches And Temples,,Hyosung,1998,256,ARC,,,ARC,,1285,,,,,,,,
LGARC#862,"Seong, Jeong",CA16 Sports Centre,,Vitco Tyvek,1997,272,ARC,,,ARC,,1285,,,,,,,,
LGARC#863,"Takhar, Jaspreet",Celebrating Chandigarh,,Mopin Chandigarh,1999,455,ARC,,,ARC,,1400,,,,,,,,
LGARC#864,"Carmody, John",Residential Windows,,London,2000,232,ARC,,,ARC,,1385.25,,,,,,,,
LGARC#865,"Russ, Thomas H.",Redeveloping BrownfieldsTCD,,McGraw Hill,2000,289,ARC,,,ARC,,4109.5,,,,,,,,
LGARC#866,"Alfiers, B.M.",Islamic Architecture Of The Indian Subcordinent,,Laurence Pub.,2000,320,ARC,,,ARC,,3000,,,,,,,,
LGARC#867,"Tillonlson, Giles",Stones In The Sand The Architecture Of Rajasthan,,Mang Pub.,2001,123,ARC,,,ARC,,2250,,,,,,,,
LGARC#868,"Kostof, Spiro",The City Assembled,,Bufinch Press,1999,320,ARC,,,ARC,,1670.5,,,,,,,,
LGARC#869,"Gallion, Eisner",The Urban Pattern,,CBS Pub,2000,643,ARC,,,ARC,,135,,,,,,,,
LGARC#870,"Rao, Raja V.N./Subramanyam",Planning & Designing of Residential Buildings,,Standard Publication Pub,2002,-,ARC,,,ARC,,200,,,,,,,,
LGARC#871,"Hiraskar, G.K.",The Great Ages of World Architecture,,WW Norton,2000,406,ARC,,,ARC,,120,,,,,,,,
LGARC#872,"Wiseman, Carter",Twentieth Century American Architecture,,WW Norton,1999,368,ARC,,,ARC,,1282.5,,,,,,,,
LGARC#873,"Bose, N.K.",Orissa Temple Architecture,,BKP Prakash,2000,165,ARC,,,ARC,,1400,,,,,,,,
LGARC#874,"Ojeda, Oscar Riera",Type / Variant Houses,,Rockport,2001,-,ARC,,,ARC,,1285,,,,,,,,
LGARC#875,"Jones, Davis Lloyd",Architecture and the Environment,,Laurence king,1999,256,ARC,,,ARC,,3289.5,,,,,,,,
LGARC#876,"Zevan, Susan",Outside Architecture,,Rockport,1999,190,ARC,,,ARC,,2570.8,,,,,,,,
LGARC#877,"Chiara, Crosbie",Time Saver Standard Publications for Building Types,,McGraw Hill,2001,1004,ARC,,,ARC,,2413,,,,,,,,
LGARC#878,"Chiara, Crosbie",Time Saver Standard Publications for Building Types,,McGraw Hill,2001,1004,ARC,,,ARC,,2413,,,,,,,,
LGARC#879,"Gossel, Peter",Architecture in the Twentieth Century,,Taschen newyork,2001,447,ARC,,,ARC,,2055,,,,,,,,
LGARC#880,"Mitchell, George",Architecture and Art of Southern India,,Cambridge,2000,302,ARC,,,ARC,,795,,,,,,,,
LGARC#881,Kulbhusan/Jain,Architecture of the Indian Desert,,AADi Centre,2000,216,ARC,,,ARC,,1100,,,,,,,,
LGARC#882,Francisco,Houses of the World,,Konneman,2000,999,ARC,,,ARC,,895,,,,,,,,
LGARC#883,"Brukaer, C.William",Planning & Designing of School,,McGraw Hill,1998,203,ARC,,,ARC,,3538,,,,,,,,
LGARC#884,"Charlotte/ Fiell, Peter",Designing the 21st Century,,Taschen newyork,2001,575,ARC,,,ARC,,2055,,,,,,,,
LGARC#885,"Tillonbesan, G.H.R.",The Rajput Places,,Oxford,1999,223,ARC,,,ARC,,1900,,,,,,,,
LGARC#886,"Hardy, Steve",Time Saver Decades for Roof Design,,McGraw Hill,1998,360,ARC,,,ARC,,3595,,,,,,,,
LGARC#887,"Partet, Tom",Architecture Supermodels,,Archtech press,2000,186,ARC,,,ARC,,2192,,,,,,,,
LGARC#888,Rattenbury,A Living Architecture,,Pomegrnate,2000,296,ARC,,,ARC,,3589,,,,,,,,
LGARC#889,Randhawa,Indian Courtyard House,,Thomson press,,156,ARC,,,ARC,,1595,,,,,,,,
LGARC#890,Ghauen,Islamic Art and Architecture 650-1250,,Yale university,2001,344,ARC,,,ARC,,2000,,,,,,,,
LGARC#891,Deshiara,Time Saver Standard Publications for Interior Design and Space Planning,,McGraw Hill,2001,1689,ARC,,,ARC,,3803.6,,,,,,,,
LGARC#892,Doordon,Twentieth Century  Architecture,,Laurence king,2001,304,ARC,,,ARC,,1385.4,,,,,,,,
LGARC#893,"Reid, Grant",Landscape GraPrentice Hall of Indiacs,,Whitney,1999,213,ARC,,,ARC,,1025,,,,,,,,
LGARC#894,"Lockard, William",Design Drawing Experiences,,WW. Norton,2000,141,ARC,,,ARC,,1773,,,,,,,,
LGARC#895,"Barry, R.",The Construction of Buildings -I,,East West Press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#896,"Barry, R.",The Construction of Buildings -II,,East West Press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#897,"Barry, R.",The Construction of Buildings -III,,East West Press,1999,117,ARC,,,ARC,,120,,,,,,,,
LGARC#898,"Barry, R.",The Construction of Buildings -IV,,East West Press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#899,"Barry, R.",The Construction of Buildings -V,,East West Press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#900,"Chudley, R.",Building Construction Hnadbook,,Butterworth,1998,608,ARC,,,ARC,,1242,,,,,,,,
LGARC#901,Framton,Modern Architecture,,Thomes& Hudson,2000,376,ARC,,,ARC,,654,,,,,,,,
LGARC#902,"Ananth, S.",The Penguin Guide to Vaastu,,Penguin,1999,197,ARC,,,ARC,,200,,,,,,,,
LGARC#903,De Chlara,Time Saver Standard Publication for building Types,,McGraw Hill,2001,1004,ARC,,,ARC,,2413,,,,,,,,
LGARC#904,"Stieerlin, Henn",Hindu India,,Taschen newyork,1998,237,ARC,,,ARC,,1541,,,,,,,,
LGARC#905,Sauraraboks  Gwld,Architecture Arts & Sculpture,,Guild,2000,301,ARC,,,ARC,,3341,,,,,,,,
LGARC#906,"Charles, Correa",Paro Architect 22,,Chales,2001,239,ARC,,,ARC,,1953,,,,,,,,
LGARC#907,"Hyde, Richard",Climate Responsive Design,,E & FN Spon,2000,244,ARC,,,ARC,,2010,,,,,,,,
LGARC#908,"Sahani, S",Fundamentals of Computer Algorithms,,Galgotia Publication,2003,769,ARC,,,ARC,,279,,,,,,,,
LGARC#909,Pascual, Kitchens bathroom,,Idea Books,2000,162,ARC,,,ARC,,1000,,,,,,,,
LGARC#910,Banos,Furniture & Titles Bathroom,,Idea Books,2000,162,ARC,,,ARC,,1000,,,,,,,,
LGARC#911,"Landis, Dylan",Designing for Small Homes,,PBC,1996,175,ARC,,,ARC,,975,,,,,,,,
LGARC#912,"Pegler, Martin",Stores of the Year,,Visual Ref,2000,173,ARC,,,ARC,,900,,,,,,,,
LGARC#913,"Pegler, Martin",Entertainment Dining,,Visual Ref,1999,176,ARC,,,ARC,,900,,,,,,,,
LGARC#914,"Yoe, Roger",Hospitatlity & Restaurant Design,,Visual Ref,2001,320,ARC,,,ARC,,1700,,,,,,,,
LGARC#915,"Kaplan, Michael",The New Hotel: Internationals Hotel and Resort Design,,PBC,1996,184,ARC,,,ARC,,750,,,,,,,,
LGARC#916,"Radubki, J P",Pleasure Paradises,,PBC,1997,180,ARC,,,ARC,,975,,,,,,,,
LGARC#917,"Curtis, E",Hotel Interior Structure,,John Wiley Publication,2001,264,ARC,,,ARC,,3000,,,,,,,,
LGARC#918,"Guehl, P",Iron,,Idea Books,1997,117,ARC,,,ARC,,400,,,,,,,,
LGARC#919,"Callowey, S",The Elements of Style,,Mittchell,2000,568,ARC,,,ARC,,160,,,,,,,,
LGARC#920,"Ching, F",Visual Dictionary of Architecture,,UNR,1997,318,ARC,,,ARC,,1000,,,,,,,,
LGARC#921,"Ching, F",", Form, Space and Order",,UNR,1996,400,ARC,,,ARC,,1000,,,,,,,,
LGARC#922,"Seang, J",CA 11: New Town House,,Harper,1999,272,ARC,,,ARC,,700,,,,,,,,
LGARC#923, ,CA 19: Gover & Public Office,,Hyosungdry,1998,256,ARC,,,ARC,,700,,,,,,,,
LGARC#924, ,CA 20: Exposed Concrete,,Hyosungdry,1998,256,ARC,,,ARC,,700,,,,,,,,
LGARC#925, ,CA 22: Library Research,,Hyosungdry,1998,254,ARC,,,ARC,,700,,,,,,,,
LGARC#926, ,CA 25 : Brick Architecture as Design,,Hyosungdry,1999,255,ARC,,,ARC,,700,,,,,,,,
LGARC#927, ,CA 26: Exbition Facilities by Finish Style,,Hyosungdry,1999,255,ARC,,,ARC,,700,,,,,,,,
LGARC#928, ,CA 27: Renovation Reform Remodeling,,Hyosungdry,1999,248,ARC,,,ARC,,700,,,,,,,,
LGARC#929, ,CA 129: Traditional Architecture of Korea,,Hyosungdry,2000,255,ARC,,,ARC,,700,,,,,,,,
LGARC#930, ,CA 36: Inchon International Airport Passanger Terminal,,Hyosungdry,2001,235,ARC,,,ARC,,700,,,,,,,,
LGARC#931, ,CA 37: World Cup stadium,,Hyosungdry,2001,234,ARC,,,ARC,,700,,,,,,,,
LGARC#932,"Dixon, J M",Urban Space,,Visual Ref,1999,306,ARC,,,ARC,,750,,,,,,,,
LGARC#933,HPI,One Story Homes: 470 Design,,Home Planner,1998,381,ARC,,,ARC,,252,,,,,,,,
LGARC#934,"Steel, J",The Complete Architecture of Balkrishna Doshi,,Thames,1998,208,ARC,,,ARC,,850,,,,,,,,
LGARC#935,"Snellen, N",Fantastic Finishes,,Thames,1997,128,ARC,,,ARC,,300,,,,,,,,
LGARC#936,"Wrigley, L",Murals,,Thames,1997,144,ARC,,,ARC,,700,,,,,,,,
LGARC#937,"Randhawa, T S",The Indian Courtyard House,,Prakash Book,1999,155,ARC,,,ARC,,1595,,,,,,,,
LGARC#938,"Volwahsn, A",Cosmic Architecture in India,,Prestel,,158,ARC,,,ARC,,2500,,,,,,,,
LGARC#939,"Slessor, C",Sustainable Architecture & High Tea,,T & H,,192,ARC,,,ARC,,2400,,,,,,,,
LGARC#940,"Dixon, J M",Urban Space,,Visual Ref,1999,308,ARC,,,ARC,,2800,,,,,,,,
LGARC#941,"Jones, D L",Architecture and The Environment,,Laurence King,1995,256,ARC,,,ARC,,3600,,,,,,,,
LGARC#942,Quetglas,Fear of Glass,,Birkhauser,,186,ARC,,,ARC,,35,,,,,,,,
LGARC#943,Doza,Looking for Mies,,Birkhauser,,104,ARC,,,ARC,,35,,,,,,,,
LGARC#944,"Kenneth, F",Modern Architecture,,Thomson,1994,376,ARC,,,ARC,,8.95,,,,,,,,
LGARC#945,Bertonlone,Bringing Interiors to Light,,Whitney,1998,224,ARC,,,ARC,,39.95,,,,,,,,
LGARC#946,Rosen,Architectural Materials for Construction,,McGraw Hill,1996,319,ARC,,,ARC,,59.95,,,,,,,,
LGARC#947,"Kariske, M",Garden Art 2001,,Birkhauser,2001,143,ARC,,,ARC,,58,,,,,,,,
LGARC#948,"Haupt, E",Marketing and Communication for Architecture,,Birkhauser,2002,117,ARC,,,ARC,,29.91,,,,,,,,
LGARC#949,"Kenneth, F",World Architecture,,China Architecture,2000,259,ARC,,,ARC,,135,,,,,,,,
LGARC#950,"James, S",An Architecture Design Platform,,Academy Ed,1990,112,ARC,,,ARC,,19.95,,,,,,,,
LGARC#951,"Booth, H",Residential Landscape Architecture,,Prentice Hall of India,1991,434,ARC,,,ARC,,103,,,,,,,,
LGARC#952,"Yudell, P",Campus & Community,,Rockport Pub,1997,222,ARC,,,ARC,,49.95,,,,,,,,
LGARC#953,"Kumar, V",Architecture and Sculpture of the Pushpagini Temple,,Kaveri Bank,2003,105,ARC,,,ARC,,1750,,,,,,,,
LGARC#954,"Jodidio, P",Building A New Millennium,,Taschem,1999,553,ARC,,,ARC,,40,,,,,,,,
LGARC#955,"Allen, I",Structure as Deiser,,Isabel,2000,159,ARC,,,ARC,,40,,,,,,,,
LGARC#956,"Pickard, Q",The Architecture Handbook,,Blackwell,2002,454,ARC,,,ARC,,1495,,,,,,,,
LGARC#957,"Douglas, J",Building Adaptation,,Butterworth,2002,546,ARC,,,ARC,,24.99,,,,,,,,
LGARC#958,"George, M",Hindu Art and Architecture,,Thames,2000,224,ARC,,,ARC,,8.95,,,,,,,,
LGARC#959,"Hocker, C",Architecture,,Laurence,2000,192,ARC,,,ARC,,9.95,,,,,,,,
LGARC#960,"Zone, A",40 the New Generation of International Architecture,,Sikra,2002,238,ARC,,,ARC,,19.95,,,,,,,,
LGARC#961,"Styles, K",Working drawings handbook,,Butterworth,1995,136,ARC,,,ARC,,19.99,,,,,,,,
LGARC#962,"Wood, M",Landscape Detailing Structure,,Architecture,1997,214,ARC,,,ARC,,30.99,,,,,,,,
LGARC#963,"Wood, M",Landscape Detailing Water,,Architecture,2001,258,ARC,,,ARC,,27.5,,,,,,,,
LGARC#964,"Feilden, B",Conservation Historic Buildings,,Architecture,2001,345,ARC,,,ARC,,37.5,,,,,,,,
LGARC#965,,The BDA guide to Succesful Brickwork,,Butterworth,2001,231,ARC,,,ARC,,16.99,,,,,,,,
