barcode,author,title,440$v(volume),publisher,copyrightdate,pages,ClassificationNumber,041$h(language),3(stockhead),homebranch,650$a(subject),price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
LGARC#1510,Greenstreet B.,Law & Practice For Architects,,Elsevier Publication,2005,131,ARC,,,ARC,,1451.56,,,,,,,,
LGARC#1511,Hegger /Stark,Energy Manual Substainable Architecture,,Birkhauser,2008,280,ARC,,,ARC,,7926.1,,,,,,,,
LGARC#1512,Jain S.K.,Engineering Response To Hazards of Terrorism,,Nicee,2008,398,ARC,,,ARC,,695,,,,,,,,
LGARC#1513,Matheson Bill,Rural Property Planning Landcare,,Imkata Press,1996,136,ARC,,,ARC,,2764.76,,,,,,,,
LGARC#1514,Archiworld,Onmi Culture - Vol 4,,Archiworld,2007,256,ARC,,,ARC,,2626.4,,,,,,,,
LGARC#1515,Misc,Process of Landscape Architeture,,Damdi,2006,237,ARC,,,ARC,,2415.35,,,,,,,,
LGARC#1516,"Oughton , D.R.",Faber & Kell's Heating & Airconditioning of Buildings,,Elsevier Publication,2008,786,ARC,,,ARC,,1995,,,,,,,,
LGARC#1517,Schittich,Glass Construction Manual,,Birkhauser,2007,352,ARC,,,ARC,,5672.69,,,,,,,,
LGARC#1518,Suraj Singh,Civil Engineering Building Practice,,CBS,2003,648,ARC,,,ARC,,400,,,,,,,,
LGARC#1519,Archiworld,Interior Space Resturant & Bar Intertaintment,,Archiworld,2007,301,ARC,,,ARC,,1500,,,,,,,,
LGARC#1520,Archiworld,Interior Space Indoor & Outdoor Landscape,,Archiworld,2007,285,ARC,,,ARC,,1500,,,,,,,,
LGARC#1521,Prentice Hall of Indiallips Alan,The Best Industrial Architecture,,Sigma,1992,224,ARC,,,ARC,,2250,,,,,,,,
LGARC#1522,Archiworld,Environment & Landscape,,Archiworld,2007,287,ARC,,,ARC,,3283,,,,,,,,
LGARC#1523,Apte/A.R.V.S.,Architectural Practice and Procedure,,Padmaja,2008,530,ARC,,,ARC,,300,,,,,,,,
LGARC#1524,Apte/A.R.V.S.,Architectural Practice and Procedure,,Padmaja,2008,530,ARC,,,ARC,,300,,,,,,,,
LGARC#1525,Apte/A.R.V.S.,Architectural Practice and Procedure,,Padmaja,2008,530,ARC,,,ARC,,300,,,,,,,,
LGARC#1526,"Wishwakarama , R.K.",Social Formation and Change,,ITPI,2002,60,ARC,,,ARC,,,,,,,,,,
LGARC#1527,ITPI,Reading on Statistics and Population Studies,,ITPI,2002,70,ARC,,,ARC,,,,,,,,,,
LGARC#1528,"Patwardhan , A.P.",Industrial Waste Water Treatment,,Prentice Hall of India,2010,449,ARC,,,ARC,,275,,,,,,,,
LGARC#1529,"Gambhir , M.L.",Building Materials,,Tata McGraw Hill,2011,633,ARC,,,ARC,,395,,,,,,,,
LGARC#1530,"Panchdhari , A.C.",Water Supply and Sanitary Installation,,New Age International,2010,222,ARC,,,ARC,,185,,,,,,,,
LGARC#1531,Glenn M.,House of  Steel,,Images,2009,175,ARC,,,ARC,,2395,,,,,,,,
LGARC#1532,"Matin ,M.S.",Interiors by Color,,Kolon,2008,254,ARC,,,ARC,,695,,,,,,,,
LGARC#1533,"Matin ,M.S.",Contemporary Architecture,,Kolon,2008,255,ARC,,,ARC,,695,,,,,,,,
LGARC#1534,"Matin ,M.S.",Kitchens and Bathrooms,,Kolon,2007,254,ARC,,,ARC,,695,,,,,,,,
LGARC#1535,Mostaed A.,The New Apartment,,Pregeone,2005,167,ARC,,,ARC,,1295,,,,,,,,
LGARC#1536,"Edita , A.D.A",Zaha Hadia Recent Project,,A.D.A. Edita,2010,,ARC,,,ARC,,2637,,,,,,,,
LGARC#1537,Lui,Beyond Design,,Lui,2010,179,ARC,,,ARC,,3625,,,,,,,,
LGARC#1538,Metcalf / Eddy,Waste water Engineering,,Tata McGraw Hill,2011,1817,ARC,,,ARC,,975,,,,,,,,
LGARC#1539,Barry,The Construction of Building -I,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1540,Barry,The Construction of Building -I,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1541,Barry,The Construction of Building -I,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1542,Barry,The Construction of Building -I,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1543,Barry,The Construction of Building -I,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1544,Barry,The Construction of Building -I,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1545,Barry,The Construction of Building -II,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1546,Barry,The Construction of Building -II,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1547,Barry,The Construction of Building -II,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1548,Barry,The Construction of Building -II,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1549,Barry,The Construction of Building -II,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1550,Barry,The Construction of Building -II,,East west press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1551,Barry,The Construction of Building -III,,East west press,1999,114,ARC,,,ARC,,120,,,,,,,,
LGARC#1552,Barry,The Construction of Building -III,,East west press,1999,114,ARC,,,ARC,,120,,,,,,,,
LGARC#1553,Barry,The Construction of Building -III,,East west press,1999,114,ARC,,,ARC,,120,,,,,,,,
LGARC#1554,Barry,The Construction of Building -III,,East west press,1999,114,ARC,,,ARC,,120,,,,,,,,
LGARC#1555,Barry,The Construction of Building -III,,East west press,1999,114,ARC,,,ARC,,120,,,,,,,,
LGARC#1556,Barry,The Construction of Building -III,,East west press,1999,114,ARC,,,ARC,,120,,,,,,,,
LGARC#1557,Barry,The Construction of Building -IV,,East west press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1558,Barry,The Construction of Building -IV,,East west press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1559,Barry,The Construction of Building -IV,,East west press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1560,Barry,The Construction of Building -IV,,East west press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1561,Barry,The Construction of Building -IV,,East west press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1562,Barry,The Construction of Building -IV,,East west press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1563,Barry,The Construction of Building -V,,East west press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1564,Barry,The Construction of Building -V,,East west press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1565,Barry,The Construction of Building -V,,East west press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1566,Barry,The Construction of Building -V,,East west press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1567,Barry,The Construction of Building -V,,East west press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1568,Barry,The Construction of Building -V,,East west press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1569,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1570,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1571,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1572,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1573,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1574,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1575,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1576,"Ching , F.D.K","Architecture Form , Space and Order",,J.Wiley,2007,431,ARC,,,ARC,,2812.2,,,,,,,,
LGARC#1577,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1578,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1579,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1580,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1581,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1582,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1583,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1584,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1585,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1586,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1587,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1588,"Grover , Satish",Buddhist & Hindu Architecture In India,,CBS pub,2010,237,ARC,,,ARC,,995,,,,,,,,
LGARC#1589,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1590,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1591,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1592,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1593,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1594,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1595,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1596,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1597,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1598,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1599,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1600,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1601,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1602,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1603,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1604,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1605,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1606,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1607,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1608,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1609,Council of Architecture,Archiving To Architectural Theses,,Council of Architecture,2012,160,ARC,,,ARC,,7650,,,,,,,,
LGARC#1610,Council of Architecture,Archiving To Architectural Theses,,Council of Architecture,2012,160,ARC,,,ARC,,7650,,,,,,,,
LGARC#1611,Council of Architecture,Archiving To Architectural Theses,,Council of Architecture,2012,160,ARC,,,ARC,,7650,,,,,,,,
LGARC#1612,Barry B,The Construction Of Buildings,,EWP,1999,187p,ARC,,,ARC,,150,,,,,,,,
LGARC#1613,Barry B,The Construction Of Buildings,,EWP,1999,187p,ARC,,,ARC,,150,,,,,,,,
LGARC#1614,Barry B,The Construction Of Buildings,,EWP,1999,187p,ARC,,,ARC,,150,,,,,,,,
LGARC#1615,Barry B,The Construction Of Buildings,,EWP,1999,187p,ARC,,,ARC,,150,,,,,,,,
LGARC#1616,Barry B,The Construction Of Buildings,,EWP,1999,192p,ARC,,,ARC,,150,,,,,,,,
LGARC#1617,Barry B,The Construction Of Buildings,,EWP,1999,192p,ARC,,,ARC,,150,,,,,,,,
LGARC#1618,Barry B,The Construction Of Buildings,,EWP,1999,192p,ARC,,,ARC,,150,,,,,,,,
LGARC#1619,Barry B,The Construction Of Buildings,,EWP,1999,192p,ARC,,,ARC,,150,,,,,,,,
LGARC#1620,Barry B,The Construction Of Buildings,,EWP,1999,117p,ARC,,,ARC,,150,,,,,,,,
LGARC#1621,Barry B,The Construction Of Buildings,,EWP,1999,117p,ARC,,,ARC,,150,,,,,,,,
LGARC#1622,Barry B,The Construction Of Buildings,,EWP,1999,117p,ARC,,,ARC,,150,,,,,,,,
LGARC#1623,Barry B,The Construction Of Buildings,,EWP,1999,117p,ARC,,,ARC,,150,,,,,,,,
LGARC#1624,Barry R,The Construction Of Buildings,,EWP,1999,178p,ARC,,,ARC,,150,,,,,,,,
LGARC#1625,Barry R,The Construction Of Buildings,,EWP,1999,178p,ARC,,,ARC,,150,,,,,,,,
LGARC#1626,Barry R,The Construction Of Buildings,,EWP,1999,178p,ARC,,,ARC,,150,,,,,,,,
LGARC#1627,Barry R,The Construction Of Buildings,,EWP,1999,178p,ARC,,,ARC,,150,,,,,,,,
LGARC#1628,Barry R,The Construction Of Buildings,,EWP,1999,174p,ARC,,,ARC,,150,,,,,,,,
LGARC#1629,Barry R,The Construction Of Buildings,,EWP,1999,174p,ARC,,,ARC,,150,,,,,,,,
LGARC#1630,Barry R,The Construction Of Buildings,,EWP,1999,174p,ARC,,,ARC,,150,,,,,,,,
LGARC#1631,Barry R,The Construction Of Buildings,,EWP,1999,174p,ARC,,,ARC,,150,,,,,,,,
LGARC#1632,Dutta B N,Estimating And Costing in Civil Engineering,,UBS Publishers & Distributors,2014,904p,ARC,,,ARC,,425,,,,,,,,
LGARC#1633,Dutta B N,Estimating And Costing in Civil Engineering,,UBS Publishers & Distributors,2014,904p,ARC,,,ARC,,425,,,,,,,,
LGARC#1634,Dutta B N,Estimating And Costing in Civil Engineering,,UBS Publishers & Distributors,2014,904p,ARC,,,ARC,,425,,,,,,,,
LGARC#1635,Dutta B N,Estimating And Costing in Civil Engineering,,UBS Publishers & Distributors,2014,904p,ARC,,,ARC,,425,,,,,,,,
LGARC#1636,Kumar Sushil,Building Construction,,SPD,2012,812p,ARC,,,ARC,,250,,,,,,,,
LGARC#1637,Kumar Sushil,Building Construction,,SPD,2012,812p,ARC,,,ARC,,250,,,,,,,,
LGARC#1638,Kumar Sushil,Building Construction,,SPD,2012,812p,ARC,,,ARC,,250,,,,,,,,
LGARC#1639,Rangwala,Town Planning,,Charotar,2013,327p,ARC,,,ARC,,100,,,,,,,,
LGARC#1640,Rangwala,Town Planning,,Charotar,2013,327p,ARC,,,ARC,,100,,,,,,,,
LGARC#1641,Rangwala,Town Planning,,Charotar,2013,327p,ARC,,,ARC,,100,,,,,,,,
LGARC#1642,Rangwala,Town Planning,,Charotar,2013,327p,ARC,,,ARC,,100,,,,,,,,
LGARC#1643,Rangwala,Engineering Materials,,Charotar,2013,480p,ARC,,,ARC,,175,,,,,,,,
LGARC#1644,Rangwala,Engineering Materials,,Charotar,2013,480p,ARC,,,ARC,,175,,,,,,,,
LGARC#1645,Rangwala,Engineering Materials,,Charotar,2013,480p,ARC,,,ARC,,175,,,,,,,,
LGARC#1646,Rangwala,Engineering Materials,,Charotar,2013,480p,ARC,,,ARC,,175,,,,,,,,
LGARC#1647,Bhatt N D,Engineering Drawing,,Charotar,2012,727p,ARC,,,ARC,,200,,,,,,,,
LGARC#1648,Bhatt N D,Engineering Drawing,,Charotar,2012,727p,ARC,,,ARC,,200,,,,,,,,
LGARC#1649,Bhatt N D,Engineering Drawing,,Charotar,2012,727p,ARC,,,ARC,,200,,,,,,,,
LGARC#1650,Bhatt N D,Engineering Drawing,,Charotar,2012,727p,ARC,,,ARC,,200,,,,,,,,
LGARC#1651,Hiraskar G K,The Great Ages Of World Architecture,,Dhanpat Rai,2014,406p,ARC,,,ARC,,310,,,,,,,,
LGARC#1652,Hiraskar G K,The Great Ages Of World Architecture,,Dhanpat Rai,2014,406p,ARC,,,ARC,,310,,,,,,,,
LGARC#1653,Hiraskar G K,The Great Ages Of World Architecture,,Dhanpat Rai,2014,406p,ARC,,,ARC,,310,,,,,,,,
LGARC#1654,Hiraskar G K,The Great Ages Of World Architecture,,Dhanpat Rai,2014,406p,ARC,,,ARC,,310,,,,,,,,
LGARC#1655,Ramamrutham S,Strength of Materials,,Dhanpat Rai,2013,1279p,ARC,,,ARC,,650,,,,,,,,
LGARC#1656,Ramamrutham S,Strength of Materials,,Dhanpat Rai,2013,1279p,ARC,,,ARC,,650,,,,,,,,
LGARC#1657,Ramamrutham S,Strength of Materials,,Dhanpat Rai,2013,1279p,ARC,,,ARC,,650,,,,,,,,
LGARC#1658,Ramamrutham S,Strength of Materials,,Dhanpat Rai,2013,1279p,ARC,,,ARC,,650,,,,,,,,
LGARC#1659,Ching F D K,"Architecture: Form, Space, and Order",,Wiley,2007,431p,ARC,,,ARC,,3266.75,,,,,,,,
LGARC#1660,Ching F D K,"Architecture: Form, Space, and Order",,Wiley,2007,431p,ARC,,,ARC,,3266.75,,,,,,,,
LGARC#1661,Laul Anil,Green is Red,,Academy for sustainable habitat research and action,2013,213p,ARC,,,ARC,,3900,,,,,,,,
LGARC#1662,Mckay W B,Building Construction Metric,,Pearson,2014,143p,ARC,,,ARC,,399,,,,,,,,
LGARC#1663,Mckay W B,Building Construction Metric,,Pearson,2014,143p,ARC,,,ARC,,399,,,,,,,,
LGARC#1664,Mckay W B,Building Construction Metric,,Pearson,2014,143p,ARC,,,ARC,,399,,,,,,,,
LGARC#1665,Mckay W B,Building Construction Metric,,Pearson,2014,143p,ARC,,,ARC,,399,,,,,,,,
LGARC#1666,Gallion A B,The Urban Pattern City Planning and Design,,CBS,2005,643p,ARC,,,ARC,,325,,,,,,,,
LGARC#1667,Gallion A B,The Urban Pattern City Planning and Design,,CBS,2005,643p,ARC,,,ARC,,325,,,,,,,,
LGARC#1668,Gallion A B,The Urban Pattern City Planning and Design,,CBS,2005,643p,ARC,,,ARC,,325,,,,,,,,
LGARC#1669,Gallion A B,The Urban Pattern City Planning and Design,,CBS,2005,643p,ARC,,,ARC,,325,,,,,,,,
LGARC#1670,Grover Satish,Buddhist and Hindu Architecture in India,,CBS,2014,237p,ARC,,,ARC,,995,,,,,,,,
LGARC#1671,Grover Satish,Buddhist and Hindu Architecture in India,,CBS,2014,237p,ARC,,,ARC,,995,,,,,,,,
LGARC#1672,Grover Satish,Buddhist and Hindu Architecture in India,,CBS,2014,237p,ARC,,,ARC,,995,,,,,,,,
LGARC#1673,Grover Satish,Buddhist and Hindu Architecture in India,,CBS,2014,237p,ARC,,,ARC,,995,,,,,,,,
LGARC#1674,Littlewood M,Landscape Detailing,,CBS,1994,193p,ARC,,,ARC,,425,,,,,,,,
LGARC#1675,Littlewood M,Landscape Detailing,,CBS,1994,193p,ARC,,,ARC,,425,,,,,,,,
LGARC#1676,Littlewood M,Landscape Detailing,,CBS,1994,193p,ARC,,,ARC,,425,,,,,,,,
LGARC#1677,Littlewood M,Landscape Detailing,,CBS,1994,193p,ARC,,,ARC,,425,,,,,,,,
LGARC#1678,Littlewood M,Landscape Detailing,,CBS,1994,208p,ARC,,,ARC,,425,,,,,,,,
LGARC#1679,Littlewood M,Landscape Detailing,,CBS,1994,208p,ARC,,,ARC,,425,,,,,,,,
LGARC#1680,Littlewood M,Landscape Detailing,,CBS,1994,208p,ARC,,,ARC,,425,,,,,,,,
LGARC#1681,Littlewood M,Landscape Detailing,,CBS,1994,208p,ARC,,,ARC,,425,,,,,,,,
LGARC#1682,"Ching , F.D.K",Building Construction Illustrated,,J.Wiley,2012,12.22p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1683,"Ching , F.D.K",Building Construction Illustrated,,J.Wiley,2012,12.22p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1684,"Ching , F.D.K",Building Construction Illustrated,,J.Wiley,2012,12.22p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1685,"Ching , F.D.K",Building Construction Illustrated,,J.Wiley,2012,12.22p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1686,Krishan A,Climate Responsive Architecture,,McGraw Hill,2013,409p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1687,Krishan A,Climate Responsive Architecture,,McGraw Hill,2013,409p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1688,Krishan A,Climate Responsive Architecture,,McGraw Hill,2013,409p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1689,Krishan A,Climate Responsive Architecture,,McGraw Hill,2013,409p,ARC,,,ARC,,1395,,,,,,,,
LGARC#1690,Singh Gurucharan,Water Supply and Sanitary Engineering,,SPD,2013,512p,ARC,,,ARC,,300,,,,,,,,
LGARC#1691,Singh Gurucharan,Water Supply and Sanitary Engineering,,SPD,2013,512p,ARC,,,ARC,,300,,,,,,,,
LGARC#1692,Singh Gurucharan,Water Supply and Sanitary Engineering,,SPD,2013,512p,ARC,,,ARC,,300,,,,,,,,
LGARC#1693,Singh Gurucharan,Water Supply and Sanitary Engineering,,SPD,2013,512p,ARC,,,ARC,,300,,,,,,,,
LGARC#1694,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1695,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1696,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1697,"Brown, Pery",Indian Architecture (Islamic Period),,Kiran Book Agency,2010,134,ARC,,,ARC,,2200,,,,,,,,
LGARC#1698,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1699,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1700,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1701,"Brown, Pery",Indian Architecture (Buddhist and Hindu),,Kiran Book Agency,2010,215,ARC,,,ARC,,2500,,,,,,,,
LGARC#1702,Dwivedi K K,Basic Civil Engineering & Engineering Mechanics,,Dhanpat Rai,2014,18.37,ARC,,,ARC,,285,,,,,,,,
LGARC#1703,Dwivedi K K,Basic Civil Engineering & Engineering Mechanics,,Dhanpat Rai,2014,18.37,ARC,,,ARC,,285,,,,,,,,
LGARC#1704,Deswal S,Energy Environment Ecology & Society,,Dhanpat Rai,2014,7.7,ARC,,,ARC,,200,,,,,,,,
LGARC#1705,Deswal S,Energy Environment Ecology & Society,,Dhanpat Rai,2014,7.7,ARC,,,ARC,,200,,,,,,,,
LGARC#1706,Smith J E,Biotechnology ( Smith J E),,Cambridge University Press,2011,266,ARC,,,ARC,,395,,,,,,,,
LGARC#1707,James Wines,De Architecture,,Rizzoli International Publications,1987,189p,ARC,,,ARC,,1652,,,,,,,,
LGARC#1708,Gordon Gary,Interior Lighting for Designer,,John Wiley & Sons,2015,336p,ARC,,,ARC,,6476.4,,,,,,,,
LGARC#1709,Mitton M,Portfolios for Interior Designers,,John Wiley & Sons,2010,214p,ARC,,,ARC,,4676.4,,,,,,,,
LGARC#1710,Kilmer Rosemary,Designing Interiors,,Wiley,2014,631p,ARC,,,ARC,,8996.4,,,,,,,,
LGARC#1711,Snyder S D,Building Interiors Plants & Automation,,Prentice Hall of India,1990,307p,ARC,,,ARC,,4676.4,,,,,,,,
LGARC#1712,Kunder G D,Hospital Facilities Planning & Management,,Tata McGraw Hill,2011,507p,ARC,,,ARC,,1485,,,,,,,,
LGARC#1713,Mckay W B,Building Construction,,Pearson Education,2015,170p,ARC,,,ARC,,449,,,,,,,,
LGARC#1714,Mckay W B,Building Construction,,Pearson Education,2014,143p,ARC,,,ARC,,449,,,,,,,,
LGARC#1715,Mckay W B,Building Construction,,Pearson Education,2014,162p,ARC,,,ARC,,449,,,,,,,,
LGARC#1716,Mckay W B,Building Construction,,Pearson Education,2014,276p,ARC,,,ARC,,479,,,,,,,,
LGARC#1717,Brown Percy,Indian Architecture Islamic Period,,CBS,2014,134p,ARC,,,ARC,,895,,,,,,,,
LGARC#1718,Brown Percy,Indian Architecture Buddhist & Hindu,,CBS,2014,216p,ARC,,,ARC,,1095,,,,,,,,
LGARC#1719,Serrats Martha,Resesigning Kitchens & Bathrooms,,Booqs,2009,619p,ARC,,,ARC,,4676.4,,,,,,,,
LGARC#1720,Booqs,Green Style,,Booqs,2009,616p,ARC,,,ARC,,5036.4,,,,,,,,
LGARC#1721,Branningan F L,Building Construction for the Fire Service,,National Fire Protection Association,1992,667p,ARC,,,ARC,,8280,,,,,,,,
LGARC#1722,John Stones,Display Total Design Sourcebook,,Rotovision,2008,272p,ARC,,,ARC,,2880,,,,,,,,
LGARC#1723,Archiworld,Landscape Architecture,,Archiworld,2010,221p,ARC,,,ARC,,3888,,,,,,,,
LGARC#1724,Irvine W,Surveying for Construction,,Tata McGraw Hill,2015,414p,ARC,,,ARC,,2066.96,,,,,,,,
LGARC#1725,Germer Jerry,Kitchen & Bath Residential Construction & Systems,,National Kitchen & Bath Association-Wiley,2014,264p,ARC,,,ARC,,6116.4,,,,,,,,
LGARC#1726,Archiworld,Architecture Annual 2006,,Archiworld,2006,279p,ARC,,,ARC,,4320,,,,,,,,
LGARC#1727,Archiworld,Architecture Annual 2006,,Archiworld,2006,279p,ARC,,,ARC,,4320,,,,,,,,
LGARC#1728,American Institute of Architects,Architecture Handbook of Professional Practice,,Wiley,2014,1165p,ARC,,,ARC,,17996.4,,,,,,,,
LGARC#1729,Uffelen C V,Contemporary Museums Architecture History Collection,,Braun,2011,511p,ARC,,,ARC,,4006.97,,,,,,,,
LGARC#1730,Galindo M,Contemporary Prefab  House Fertighauser,,Braun,2011,509p,ARC,,,ARC,,6419.98,,,,,,,,
