barcode,author,title,volume,publisher,copyrightYear,Pages,classificationNumber,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC007755,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007756,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007757,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007758,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007759,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007760,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007761,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007762,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007763,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007764,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007765,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007766,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007767,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007768,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007769,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007770,Nagrath/ Gopal,Control Systems Engineering,,New Age Publication,2002,826,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,240,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007771,Kennedy,Electronics Communication Systems,,Tata McGraw Hill,2002,763,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007772,Kennedy,Electronics Communication Systems,,Tata McGraw Hill,2002,763,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007773,Kennedy,Electronics Communication Systems,,Tata McGraw Hill,2002,763,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007774,Kennedy,Electronics Communication Systems,,Tata McGraw Hill,2002,763,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007775,Kennedy,Electronics Communication Systems,,Tata McGraw Hill,2002,763,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007776,Cooper/Helfrick,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2002,445,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007777,Cooper/Helfrick,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2002,445,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007778,Cooper/Helfrick,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2002,445,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007779,Cooper/Helfrick,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2002,445,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007780,Cooper/Helfrick,Modern Electronic Instrumentation and Measurement Techniques,,Prentice Hall of India,2002,445,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007781,Barry E.Jones,Instrumentation & Measurement and Feedback,,Tata McGraw Hill,2001,283,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,110,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007782,Barry E.Jones,Instrumentation & Measurement and Feedback,,Tata McGraw Hill,2001,283,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,110,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007783,"Mano, Morris",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007784,"Mano, Morris",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007785,"Mano, Morris",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007786,"Mano, Morris",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007787,"Mano, Morris",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007788,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007789,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007790,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007791,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007792,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007793,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007794,Malvino /Leach,Digital Principles and Application,,Tata McGraw Hill,2002,638,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007795,Rapidix,Rapidex Computer Course,,Pustak Mahal,2001,526,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007796,Rapidix,Rapidex Computer Course,,Pustak Mahal,2001,526,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007797,Bergen/Vittal,Power System Analysis,,Pearson Education,2001,614,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,325,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007798,Bergen/Vittal,Power System Analysis,,Pearson Education,2001,614,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,325,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007799,Bergen/Vittal,Power System Analysis,,Pearson Education,2001,614,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,325,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007800,Bergen/Vittal,Power System Analysis,,Pearson Education,2001,614,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,325,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007801,Bergen/Vittal,Power System Analysis,,Pearson Education,2001,614,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,325,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007802,Bergen/Vittal,Power System Analysis,,Pearson Education,2001,614,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,325,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007803,"Smith, J.M.",Chemical Engineering Kinetics,,McGraw Hill,1981,876,660,eng,SCGRANT,SCGRANT,Chemical Engineering,590,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007804,"Smith, J.M.",Chemical Engineering Kinetics,,McGraw Hill,1981,876,660,eng,SCGRANT,SCGRANT,Chemical Engineering,590,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007805,"Smith, J.M.",Chemical Engineering Kinetics,,McGraw Hill,1981,876,660,eng,SCGRANT,SCGRANT,Chemical Engineering,590,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007806,"Bailey, J.E./Ollis",Biochemical Engineering Fundamentals,,McGraw Hill,1986,984,660,eng,SCGRANT,SCGRANT,Chemical Engineering,846.45,INR,10-12-2002,297,Reference,Reference Section,NFIC,UBD,
SC007807,"Austin ,G.T./Shreve's",Shreve's Chemical Process Industries,,McGraw Hill,1984,859,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1074.7,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007808,"Austin ,G.T./Shreve's",Shreve's Chemical Process Industries,,McGraw Hill,1984,859,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1074.7,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007809,"Austin ,G.T./Shreve's",Shreve's Chemical Process Industries,,McGraw Hill,1984,859,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1074.7,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007810,"Austin ,G.T./Shreve's",Shreve's Chemical Process Industries,,McGraw Hill,1984,859,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1074.7,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007811,"Treybal, R.E.",Mass Transfer Operations,,McGraw Hill,1981,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,540,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007812,"Treybal, R.E.",Mass Transfer Operations,,McGraw Hill,1981,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,540,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007813,"Treybal, R.E.",Mass Transfer Operations,,McGraw Hill,1981,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,540,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007814,"Treybal, R.E.",Mass Transfer Operations,,McGraw Hill,1981,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,540,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007815,"Treybal, R.E.",Mass Transfer Operations,,McGraw Hill,1981,784,660,eng,SCGRANT,SCGRANT,Chemical Engineering,540,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007816,"Luyben, W.L.",Process Modelling Simulation and Control for Chemical Engineering,,McGraw Hill,1990,725,660,eng,SCGRANT,SCGRANT,Chemical Engineering,795,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007817,"Perry, R.H./Green",Perry's Chemical Engineering Handbook,,McGraw Hill,1998,-,660,eng,SCGRANT,SCGRANT,Chemical Engineering,2154.6,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007818,"Perry, R.H./Green",Perry's Chemical Engineering Handbook,,McGraw Hill,1998,-,660,eng,SCGRANT,SCGRANT,Chemical Engineering,2154.6,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007819,"Coughanowr, D.R.",Process Systems Analysis and Control,,McGraw Hill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,384.75,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007820,"Coughanowr, D.R.",Process Systems Analysis and Control,,McGraw Hill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,384.75,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007821,"Coughanowr, D.R.",Process Systems Analysis and Control,,McGraw Hill,1991,566,660,eng,SCGRANT,SCGRANT,Chemical Engineering,384.75,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007822,"Peters , M.S.",Plant Design and Economics for Chemical Engineering,,McGraw Hill,1991,910,660,eng,SCGRANT,SCGRANT,Chemical Engineering,869.5,INR,10-12-2002,297,BK,General Section,NFIC,UBD,
SC007823,"Kern, D.O.",Process Heat Transfer,,Tata McGraw Hill,2002,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,325,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007824,"Kern, D.O.",Process Heat Transfer,,Tata McGraw Hill,2002,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,325,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007825,"Kern, D.O.",Process Heat Transfer,,Tata McGraw Hill,2002,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,325,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007826,"Kern, D.O.",Process Heat Transfer,,Tata McGraw Hill,2002,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,325,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007827,"Kern, D.O.",Process Heat Transfer,,Tata McGraw Hill,2002,871,660,eng,SCGRANT,SCGRANT,Chemical Engineering,325,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007828,Mccabe/Smith,Unit Operation Chemical Engineering,,McGraw Hill,2001,1114,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1023,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007829,Mccabe/Smith,Unit Operation Chemical Engineering,,McGraw Hill,2001,1114,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1023,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007830,Mccabe/Smith,Unit Operation Chemical Engineering,,McGraw Hill,2001,1114,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1023,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007831,Mccabe/Smith,Unit Operation Chemical Engineering,,McGraw Hill,2001,1114,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1023,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007832,Mccabe/Smith,Unit Operation Chemical Engineering,,McGraw Hill,2002,1114,660,eng,SCGRANT,SCGRANT,Chemical Engineering,1023,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007833,"Geankoplis,C.J",Transport Process and Unit Operation,,Prentice Hall of India,2002,921,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007834,"Geankoplis,C.J",Transport Process and Unit Operation,,Prentice Hall of India,2002,921,660,eng,SCGRANT,SCGRANT,Chemical Engineering,250,INR,10-12-2002,298,BK,General Section,NFIC,UBD,
SC007835,"Boylestad, R.L",Electronics Devices and Circuits Theory,,Prentice Hall of India,2002,1020,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007836,"Boylestad, R.L",Electronics Devices and Circuits Theory,,Prentice Hall of India,2002,1020,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007837,"Boylestad, R.L",Electronics Devices and Circuits Theory,,Prentice Hall of India,2002,1020,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007838,"Boylestad, R.L",Electronics Devices and Circuits Theory,,Prentice Hall of India,2002,1020,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007839,"Boylestad, R.L",Electronics Devices and Circuits Theory,,Prentice Hall of India,2002,1020,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,305,Reference,Reference Section,NFIC,UBD,
SC007840,Ullman/Aho,Compilers Principles Techniques and Tools,,Pearson Education,2002,796,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007841,Ullman/Aho,Compilers Principles Techniques and Tools,,Pearson Education,2002,796,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007842,Ullman/Aho,Compilers Principles Techniques and Tools,,Pearson Education,2002,796,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007843,Ullman/Aho,Compilers Principles Techniques and Tools,,Pearson Education,2002,796,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007844,Ullman/Aho,Compilers Principles Techniques and Tools,,Pearson Education,2002,796,4,eng,SCGRANT,SCGRANT,Computer Science,395,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007845,Navathe/Elmasri,Fundamentals of Database Systems,,Pearson Education,2002,955,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007846,Navathe/Elmasri,Fundamentals of Database Systems,,Pearson Education,2002,955,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007847,"Basandra, S.K.",Local Area Networks,,Galgotia Publication,2002,692,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007848,"Basandra, S.K.",Local Area Networks,,Galgotia Publication,2002,692,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007849,"Basandra, S.K.",Local Area Networks,,Galgotia Publication,2002,692,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007850,"Basandra, S.K.",Local Area Networks,,Galgotia Publication,2002,692,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007851,"Basandra, S.K.",Local Area Networks,,Galgotia Publication,2002,692,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,10/14/2002,305,BK,General Section,NFIC,UBD,
SC007852,"Stallings, W.",Data and Computer Communication,,Pearson Education,2002,810,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,10-12-2002,287,BK,General Section,NFIC,UBD,3
SC007853,"Stallings, W.",Data and Computer Communication,,Pearson Education,2002,810,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,10-12-2002,287,BK,General Section,NFIC,UBD,
SC007854,"Stallings, W.",Data and Computer Communication,,Pearson Education,2002,810,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,10-12-2002,287,BK,General Section,NFIC,UBD,
SC007855,"Stallings, W.",Data and Computer Communication,,Pearson Education,2002,810,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,10-12-2002,287,BK,General Section,NFIC,UBD,
SC007856,"Stallings, W.",Data and Computer Communication,,Pearson Education,2002,810,4,eng,SCGRANT,SCGRANT,Computer Science,325,INR,10-12-2002,287,BK,General Section,NFIC,UBD,
SC007857,Das/Mullick,Principles of Digital Communication,,New Age Publication,2002,645,4,eng,SCGRANT,SCGRANT,Computer Science,230,INR,10-12-2002,287,BK,General Section,NFIC,UBD,
