barcode,author,title,volume,publisher,copyrightYear,Pages,classificationNumber,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC012045,"Berkan, Riza C",Fuzzy Systems Design & Principles,,Standard Publication Pub,2000,496,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012046,"Berkan, Riza C",Fuzzy Systems Design & Principles,,Standard Publication Pub,2000,496,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012047,"Berkan, Riza C",Fuzzy Systems Design & Principles,,Standard Publication Pub,2000,496,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012048,"Berkan, Riza C",Fuzzy Systems Design & Principles,,Standard Publication Pub,2000,496,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012049,"Berkan, Riza C",Fuzzy Systems Design & Principles,,Standard Publication Pub,2000,496,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012050,"Johnson, Curho",Process Control Instrumentation Technology,,Pearson Education,2003,694,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012051,"Johnson, Curho",Process Control Instrumentation Technology,,Pearson Education,2003,694,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012052,Nagrath,Control Systems Engineering,,Newage Publication,2003,826,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012053,Nagrath,Control Systems Engineering,,Newage Publication,2003,826,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012054,Nagrath,Control Systems Engineering,,Newage Publication,2003,826,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012055,Nagrath,Control Systems Engineering,,Newage Publication,2003,826,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012056,Nagrath,Control Systems Engineering,,Newage Publication,2003,826,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012057,"Hubert, Charles",Electrical Machines,,Pearson Education,2003,604,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012058,"Hubert, Charles",Electrical Machines,,Pearson Education,2003,604,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012059,"Hubert, Charles",Electrical Machines,,Pearson Education,2003,604,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012060,"Hubert, Charles",Electrical Machines,,Pearson Education,2003,604,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012061,"Sauer, Peter",Power System Dynamics and Stability,,Pearson Education,2003,357,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012062,"Sauer, Peter",Power System Dynamics and Stability,,Pearson Education,2003,357,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012063,"Sauer, Peter",Power System Dynamics and Stability,,Pearson Education,2003,357,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012064,"Sauer, Peter",Power System Dynamics and Stability,,Pearson Education,2003,357,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012065,"Sauer, Peter",Power System Dynamics and Stability,,Pearson Education,2003,357,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012066,"Krishnan, R",Electric Moter Drivers,,Pearson Education,2003,626,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012067,"Krishnan, R",Electric Moter Drivers,,Pearson Education,2003,626,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012068,"Krishnan, R",Electric Moter Drivers,,Pearson Education,2003,626,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012069,"Krishnan, R",Electric Moter Drivers,,Pearson Education,2003,626,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,Reference,Reference Section,NFIC,UBD,
SC012070,"Krishnan, R",Electric Moter Drivers,,Pearson Education,2003,626,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,275,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012071,"Haykin, Simon",Neural Networks,,Pearson Education,2004,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,210,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012072,"Haykin, Simon",Neural Networks,,Pearson Education,2004,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,210,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012073,"Haykin, Simon",Neural Networks,,Pearson Education,2004,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,210,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012074,"Freeman, James",Neural Networks,,Pearson Education,2003,401,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012075,"Freeman, James",Neural Networks,,Pearson Education,2003,401,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012076,"Freeman, James",Neural Networks,,Pearson Education,2003,401,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012077,"Freeman, James",Neural Networks,,Pearson Education,2003,401,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012078,"Freeman, James",Neural Networks,,Pearson Education,2003,401,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,484,BK,General Section,NFIC,UBD,
SC012079,"Dorf, Richard",Modern Control System,,Pearson Education,1995,855,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012080,"Dorf, Richard",Modern Control System,,Pearson Education,1995,855,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012081,"Dorf, Richard",Modern Control System,,Pearson Education,1995,855,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012082,"Dorf, Richard",Modern Control System,,Pearson Education,1995,855,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012083,"Dorf, Richard",Modern Control System,,Pearson Education,1995,855,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,175,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012084,"Craig, John J",Introduction to Robotics,,Pearson Education,2003,450,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,482,Reference,Reference Section,NFIC,UBD,
SC012085,"Craig, John J",Introduction to Robotics,,Pearson Education,2003,450,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012086,"Franklin, G F",Feedback Control of Dynamics System,,Pearson Education,2002,910,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012087,"Franklin, G F",Feedback Control of Dynamics System,,Pearson Education,2002,910,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012088,"Carr, Joseph",Introduction to Biomedical Equipment Technology,,Pearson Education,2003,743,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,450,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012089,"Carr, Joseph",Introduction to Biomedical Equipment Technology,,Pearson Education,2003,743,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,450,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012090,"Couch, Leon",Digital & Analog Communication Systems,,Pearson Education,2002,758,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012091,"Couch, Leon",Digital & Analog Communication Systems,,Pearson Education,2002,758,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012092,"Couch, Leon",Digital & Analog Communication Systems,,Pearson Education,2002,758,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,350,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012093,"Belegundu, A",Optimization Concepts and Application in Engineering,,Pearson Education,2003,432,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012094,"Belegundu, A",Optimization Concepts and Application in Engineering,,Pearson Education,2003,432,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012095,"Bennett, Stuart",Real Time Computer Control,,Pearson Education,2003,417,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012096,"Bennett, Stuart",Real Time Computer Control,,Pearson Education,2003,417,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/20/2003,482,Reference,Reference Section,NFIC,UBD,
SC012097,"Carr, Joseph",Elements of Electronic Instrumentation and Measurement,,Pearson Education,2003,394,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012098,"Carr, Joseph",Elements of Electronic Instrumentation and Measurement,,Pearson Education,2003,394,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012099,"Carr, Joseph",Elements of Electronic Instrumentation and Measurement,,Pearson Education,2003,394,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012100,"Carr, Joseph",Elements of Electronic Instrumentation and Measurement,,Pearson Education,2003,394,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,295,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012101,"Bergen, A R",Power Systems Analysis,,Pearson Education,2003,619,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012102,"Bergen, A R",Power Systems Analysis,,Pearson Education,2003,619,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012103,"Bergen, A R",Power Systems Analysis,,Pearson Education,2003,619,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012104,"Bergen, A R",Power Systems Analysis,,Pearson Education,2003,619,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,325,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012105,"Bently, John P",Principles of Measurement Systems,,Pearson Education,2003,468,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012106,"Bently, John P",Principles of Measurement Systems,,Pearson Education,2003,468,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012107,"Bently, John P",Principles of Measurement Systems,,Pearson Education,2003,468,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012108,"Bently, John P",Principles of Measurement Systems,,Pearson Education,2003,468,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012109,"Bently, John P",Principles of Measurement Systems,,Pearson Education,2003,468,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,250,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012110,"Auslander, D M",Control Software for Mechnanical Systems,,Pearson Education,2003,339,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012111,"Auslander, D M",Control Software for Mechnanical Systems,,Pearson Education,2003,339,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/20/2003,482,BK,General Section,NFIC,UBD,
SC012112,Central Building Research Institute,Handbook on Building Economics & Productivity,,CBRI,1988,136,720,eng,SCGRANT,SCGRANT,Architecture,500,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012113,Central Building Research Institute,Building Research Note,,CBRI,,4,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012114,Central Building Research Institute,Water Proofing treatment for exposed masorry and lime concrete surface,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012115,Central Building Research Institute,Building Research note thin R C ribbed slab,,CBRI,,7,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012116,Central Building Research Institute,Utilization of by-product phosphogyesum,,CBRI,,8,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012117,Central Building Research Institute,Gypsum as a Building Materials,,CBRI,,6,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012118,Central Building Research Institute,Thermal Desion of Building,,CBRI,,4,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012119,Central Building Research Institute,Material Constants in Building Works,,CBRI,,8,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012120,Central Building Research Institute,Cement Paints,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012121,Central Building Research Institute,Efflorescence in Brickwork,,CBRI,,4,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012122,Central Building Research Institute,Fenestrations for daylightning of Sidelift toom,,CBRI,,7,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012123,Central Building Research Institute,Concrete Fllor Hardness,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012124,Central Building Research Institute,Waste water disposal system for rural areas,,CBRI,,4,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012125,Central Building Research Institute,Pedestal Piles for low cost homes,,CBRI,,,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012126,Central Building Research Institute,Thin Precast RCC Lintels in Brickwalls,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012127,Central Building Research Institute,Design for Daylight,,CBRI,,12,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012128,Central Building Research Institute,Improved Method of Brick Laying,,CBRI,,9,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012129,Central Building Research Institute,Improved Method of Brick Laying,,CBRI,,,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012130,Central Building Research Institute,Improved Method of Making Durable and Fine Retardant Roof,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012131,Central Building Research Institute,Woodwool Board,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012132,Central Building Research Institute,Painting of Cement Plastred Surface,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012133,Central Building Research Institute,Reinforced brick and Reinforced brick Concrete Slabs for Floors & Roof,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012134,Central Building Research Institute,Manpower : A Material Regninement for Office Building,,CBRI,,7,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012135,Central Building Research Institute,Channel unit for Floor/Roof,,CBRI,,14,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012136,Central Building Research Institute,Water Proofing of Flat in Situ,,CBRI,,9,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012137,Central Building Research Institute,Apron: A Remedical Measure for Cracked Buildings,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012138,Central Building Research Institute,Practise Board and its use in Building,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012139,Central Building Research Institute,Thermal Performance of Building Section in Different Thermal Climate Zones of the Country,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012140,Central Building Research Institute,Use of Fly Ash as Pozzolana,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012141,Central Building Research Institute,Prefacricated Floor/Roof using Structural Clay,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012142,Central Building Research Institute,Mangalore Patter Clay Roofing files from alluvial red & Black Soil,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012143,Central Building Research Institute,Production of Cement Clinker using Fly Fish,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012144,Central Building Research Institute,Solid Concrete-Black Masary Scheme,,CBRI,,7,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012145,Central Building Research Institute,Solar Timber Seasoning Kiln,,CBRI,,7,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012146,Central Building Research Institute,Fine Propagation index of lining Materials,,CBRI,,3,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012147,Central Building Research Institute,Precaution during termite Control Meoves in building,,CBRI,,3,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012148,Central Building Research Institute,Correction factors for Thermal Performanes Index,,CBRI,,9,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012149,Central Building Research Institute,Cooling Load and Indoor air temperature of Office Building under Tropical Climate,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012150,Central Building Research Institute,Fenestrations for daylightning of trropies,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012151,Central Building Research Institute,Clay Flooring and terracing titles from alluvialred and Blacksoils,,CBRI,,3,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012152,Central Building Research Institute,Loose fill materials for Cold Storage insolution,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012153,Central Building Research Institute,Evaluation of Theral Stress Tropical Summer,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012154,Central Building Research Institute,Painting of Cement Plastred Surface,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012155,Central Building Research Institute,Precast RC Plank Flooring/ Roofing Scheme,,CBRI,,14,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012156,Central Building Research Institute,Theral Response of 4.5 Inch Solid brick Brick Wall rool in hot dry Climate,,CBRI,,5,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012157,Central Building Research Institute,Fenestration design for School Building,,CBRI,,3,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012158,Central Building Research Institute,Flyash Sand Lime Bricks,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012159,Central Building Research Institute,Sand Lime Bricks,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012160,Central Building Research Institute,Silicate based waterproofing Formulation,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012161,Central Building Research Institute,Fibrous Gypsum Plaster Boards,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012162,Central Building Research Institute,Production of Solid Prestressed Concrete Poles Employing Direct Electric Curing,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012163,Central Building Research Institute,Precast RC Plank and Joint Scheme for Floors & Roofs,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012164,Central Building Research Institute,Precast RC Channel Unit Fllor/ Roof,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012165,Central Building Research Institute,Skirted Granular Pile Foundation,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012166,Central Building Research Institute,Bored Compaction pile foundation,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012167,Central Building Research Institute,Burnt Clay-Flyash Bricks,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012168,Central Building Research Institute,Clay Titles,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012169,Central Building Research Institute,EPS Composites and Door Shulters,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012170,Central Building Research Institute,Spliced Pile Technology,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012171,Central Building Research Institute,Efficency of Buildings,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012172,Central Building Research Institute,Rural Building and Environment,,CBRI,,2,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012173,Central Building Research Institute,Plastic Composite Panelling Materials,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012174,Central Building Research Institute,Fire Engineering,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012175,Central Building Research Institute,Environmental Science and Technology,,CBRI,,1,720,eng,SCGRANT,SCGRANT,Architecture,,INR,10/17/2003,76,BK,General Section,NFIC,CBRI,
SC012176,Franklin,Digital Control of Dynamics Systems,,Pearson Education,2003,742,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,360,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012177,Franklin,Digital Control of Dynamics Systems,,Pearson Education,2003,742,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,360,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012178,Franklin,Digital Control of Dynamics Systems,,Pearson Education,2003,742,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,360,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012179,Franklin,Digital Control of Dynamics Systems,,Pearson Education,2003,742,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,360,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012180,Franklin,Digital Control of Dynamics Systems,,Pearson Education,2003,742,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,360,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012181,"Wildi, T","Electrical Machines, Drivers & Power",,Pearson Education,2003,886,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,395,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012182,"Wildi, T","Electrical Machines, Drivers & Power",,Pearson Education,2003,886,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,395,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012183,"Wildi, T","Electrical Machines, Drivers & Power",,Pearson Education,2003,886,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,395,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012184,"Wildi, T","Electrical Machines, Drivers & Power",,Pearson Education,2003,886,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,395,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
SC012185,"Wildi, T","Electrical Machines, Drivers & Power",,Pearson Education,2003,886,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,395,INR,10/20/2003,483,BK,General Section,NFIC,UBD,
