barcode,author,title,volume,publisher,copyright,pages,classificationnumber,language,stockhead,issueinglibrary,subject,price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
SC##007750,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007751,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007752,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007753,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007754,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007755,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007756,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007757,"Pozar, David M.",Microwave Engineering,,J.John Wiley Publication,2003,716,,,,SCGRANT,,355.14,,,,,,,,
SC##007758,"Balanis, C.A.",Antenna Theory,,J.John Wiley Publication,2002,941,,,,SCGRANT,,406.25,,,,,,,,
SC##007759,"Balanis, C.A.",Antenna Theory,,J.John Wiley Publication,2002,941,,,,SCGRANT,,406.25,,,,,,,,
SC##007760,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007761,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007762,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007763,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007764,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007765,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007766,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007767,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007768,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007769,Edminister/Nahvi,Schaum's Outlines Electric Circuits,,Tata McGraw Hill,2001,468p,,,,SCGRANT,,185,,,,,,,,
SC##007770,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007771,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007772,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007773,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007774,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007775,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007776,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007777,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007778,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007779,"Langsdorf, alexander",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666p,,,,SCGRANT,,225,,,,,,,,
SC##007780,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007781,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007782,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007783,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007784,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007785,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007786,"Berson, Alex",Building Data Mining Application for CRM ( Data Management),,Tata McGraw Hill,2002,509,,,,SCGRANT,,375,,,,,,,,
SC##007787,"Berson, Alex",Building Data Mining Application for CRM ( Data Management),,Tata McGraw Hill,2002,509,,,,SCGRANT,,375,,,,,,,,
SC##007788,"Berson, Alex",Building Data Mining Application for CRM ( Data Management),,Tata McGraw Hill,2002,509,,,,SCGRANT,,375,,,,,,,,
SC##007789,"Berson, Alex",Building Data Mining Application for CRM ( Data Management),,Tata McGraw Hill,2002,509,,,,SCGRANT,,375,,,,,,,,
SC##007790,"Berson, Alex",Building Data Mining Application for CRM ( Data Management),,Tata McGraw Hill,2002,509,,,,SCGRANT,,375,,,,,,,,
SC##007791,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007792,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007793,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007794,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007795,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007796,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007797,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007798,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007799,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007800,Ramchandra,Design of Steel Structures-II,,Standard Publication,1991,884p,,,,SCGRANT,,220,,,,,,,,
SC##007801,"Victor, J.D.",Essential of Bridge Engineering,,Oxford,2001,438,,,,SCGRANT,,198,,,,,,,,
SC##007802,"Victor, J.D.",Essential of Bridge Engineering,,Oxford,2001,438,,,,SCGRANT,,198,,,,,,,,
SC##007803,"Victor, J.D.",Essential of Bridge Engineering,,Oxford,2001,438,,,,SCGRANT,,198,,,,,,,,
SC##007804,Neville A.M.,Properties of Concrete,,Pearson Education,2000,844,,,,SCGRANT,,450,,,,,,,,
SC##007805,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007806,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007807,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007808,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007809,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007810,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007811,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007812,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007813,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007814,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007815,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007816,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007817,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074,,,,SCGRANT,,140,,,,,,,,
SC##007818,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007819,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007820,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007821,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007822,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007823,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007824,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007825,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074,,,,SCGRANT,,140,,,,,,,,
SC##007826,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007827,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007828,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007829,Arora/Bindra,Text book of Building Construction,,Dhanpat Rai,2002,1074p,,,,SCGRANT,,140,,,,,,,,
SC##007830,"Ghose, D.N.",Materials of Construction,,Tata McGraw Hill,2001,296,,,,SCGRANT,,150,,,,,,,,
SC##007831,"Ghose, D.N.",Materials of Construction,,Tata McGraw Hill,2001,296,,,,SCGRANT,,150,,,,,,,,
SC##007832,"Ghose, D.N.",Materials of Construction,,Tata McGraw Hill,2001,296,,,,SCGRANT,,150,,,,,,,,
SC##007833,"Ghose, D.N.",Materials of Construction,,Tata McGraw Hill,2001,296,,,,SCGRANT,,150,,,,,,,,
SC##007834,"Ghose, D.N.",Materials of Construction,,Tata McGraw Hill,2001,296,,,,SCGRANT,,150,,,,,,,,
SC##007835,Westrich/Koontz,Management : A Global Prespective,,Tata McGraw Hill,2001,744,,,,SCGRANT,,295,,,,,,,,
SC##007836,"Pandit, G.S./Gupta, S.P.",Structural Analysis,,Tata McGraw Hill,2001,602,,,,SCGRANT,,195,,,,,,,,
SC##007837,"Pandit, G.S./Gupta, S.P.",Structural Analysis,,Tata McGraw Hill,2001,602,,,,SCGRANT,,195,,,,,,,,
SC##007838,"Pandit, G.S./Gupta, S.P.",Structural Analysis,,Tata McGraw Hill,2001,602,,,,SCGRANT,,195,,,,,,,,
SC##007839,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007840,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007841,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007842,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007843,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007844,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8090,,Penram,1999,788,,,,SCGRANT,,290,,,,,,,,
SC##007845,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007846,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007847,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007848,"Gaonkar, Ramesh",Microprocessor Architecture Programming and Applications with the 8086,,Penram,1999,788p,,,,SCGRANT,,290,,,,,,,,
SC##007849,"Rajasekaran ,S.",Computational Structural Mechanics,,Prentice Hall of India,2001,782,,,,SCGRANT,,425,,,,,,,,
SC##007850,"Rajasekaran ,S.",Computational Structural Mechanics,,Prentice Hall of India,2001,782,,,,SCGRANT,,425,,,,,,,,
SC##007851,"Khan, Iqbal H.",Text book of Geotechincal Engineering,,Prentice Hall of India,1998,422,,,,SCGRANT,,175,,,,,,,,
SC##007852,"Khan, Iqbal H.",Text book of Geotechincal Engineering,,Prentice Hall of India,1998,422,,,,SCGRANT,,175,,,,,,,,
SC##007853,"Khan, Iqbal H.",Text book of Geotechincal Engineering,,Prentice Hall of India,1998,422,,,,SCGRANT,,175,,,,,,,,
SC##007854,"Khan, Iqbal H.",Text book of Geotechincal Engineering,,Prentice Hall of India,1998,422,,,,SCGRANT,,175,,,,,,,,
SC##007855,"Khan, Iqbal H.",Text book of Geotechincal Engineering,,Prentice Hall of India,1998,422,,,,SCGRANT,,175,,,,,,,,
SC##007856,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007857,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007858,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007859,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007860,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007861,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007862,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007863,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007864,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542,,,,SCGRANT,,195,,,,,,,,
SC##007865,"Liao, Samuel Y.",Microwave Devices and Circuits,,Prentice Hall of India,2002,542p,,,,SCGRANT,,195,,,,,,,,
SC##007866,"Gupta, K.C",Microwaves,,New Age Publication,1997,242,,,,SCGRANT,,165,,,,,,,,
SC##007867,"Gupta, K.C",Microwaves,,New Age Publication,1997,242,,,,SCGRANT,,165,,,,,,,,
SC##007868,"Gupta, K.C",Microwaves,,New Age Publication,1997,242,,,,SCGRANT,,165,,,,,,,,
SC##007869,"Gupta, K.C",Microwaves,,New Age Publication,1997,242p,,,,SCGRANT,,165,,,,,,,,
SC##007870,"Skolnik, Merril T.",Introduction to Radar Systems,,Tata McGraw Hill,2001,772,,,,SCGRANT,,275,,,,,,,,
SC##007871,"Skolnik, Merril T.",Introduction to Radar Systems,,Tata McGraw Hill,2001,772,,,,SCGRANT,,275,,,,,,,,
SC##007872,"Skolnik, Merril T.",Introduction to Radar Systems,,Tata McGraw Hill,2001,772,,,,SCGRANT,,275,,,,,,,,
SC##007873,"Skolnik, Merril T.",Introduction to Radar Systems,,Tata McGraw Hill,2001,772,,,,SCGRANT,,275,,,,,,,,
SC##007874,"Pratt, Timothy/Bostian charles",Satellite Communication,,J.John Wiley Publication,2002,472,,,,SCGRANT,,304.05,,,,,,,,
SC##007875,"Pratt, Timothy/Bostian charles",Satellite Communication,,J.John Wiley Publication,2002,472,,,,SCGRANT,,304.05,,,,,,,,
SC##007876,"Pratt, Timothy/Bostian charles",Satellite Communication,,J.John Wiley Publication,2002,472,,,,SCGRANT,,304.05,,,,,,,,
SC##007877,"Pratt, Timothy/Bostian charles",Satellite Communication,,J.John Wiley Publication,2002,472,,,,SCGRANT,,304.05,,,,,,,,
SC##007878,"Balanes, Constantine A",Antenna Theory,,J.John Wiley Publication,2002,941,,,,SCGRANT,,406.25,,,,,,,,
SC##007879,"Balanes, Constantine A",Antenna Theory,,J.John Wiley Publication,2002,941,,,,SCGRANT,,406.25,,,,,,,,
SC##007880,"Balanes, Constantine A",Antenna Theory,,J.John Wiley Publication,2002,941,,,,SCGRANT,,406.25,,,,,,,,
SC##007881,"Balanes, Constantine A",Antenna Theory,,J.John Wiley Publication,2002,941,,,,SCGRANT,,406.25,,,,,,,,
SC##007882,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007883,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007884,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007885,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007886,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007887,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007888,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007889,"Sisodia, M.L.",Basic Microwave Techniques and Laboratry Manual,,New Age Publication,2001,209,,,,SCGRANT,,150,,,,,,,,
SC##007890,"Haykin, Simon",Communication Systems,,J.John Wiley Publication,2001,816,,,,SCGRANT,,457.35,,,,,,,,
SC##007891,"Haykin, Simon",Communication Systems,,J.John Wiley Publication,2001,816,,,,SCGRANT,,457.35,,,,,,,,
SC##007892,Taub/Schilling,Principles of Communication System,,Tata McGraw Hill,2001,759,,,,SCGRANT,,230,,,,,,,,
SC##007893,Taub/Schilling,Principles of Communication System,,Tata McGraw Hill,2001,759,,,,SCGRANT,,230,,,,,,,,
SC##007894,"Hayt, William/Buck Johns",Engineering Electromagnetics,,Tata McGraw Hill,2002,561,,,,SCGRANT,,210,,,,,,,,
SC##007895,"Hayt, William/Buck Johns",Engineering Electromagnetics,,Tata McGraw Hill,2002,561,,,,SCGRANT,,210,,,,,,,,
SC##007896,"Hayt, William/Buck Johns",Engineering Electromagnetics,,Tata McGraw Hill,2002,561,,,,SCGRANT,,210,,,,,,,,
SC##007897,"Hayt, William/Buck Johns",Engineering Electromagnetics,,Tata McGraw Hill,2002,561,,,,SCGRANT,,210,,,,,,,,
SC##007898,"Hayt, William/Buck Johns",Engineering Electromagnetics,,Tata McGraw Hill,2002,561,,,,SCGRANT,,210,,,,,,,,
SC##007899,"Hayt, William/Buck Johns",Engineering Electromagnetics,,Tata McGraw Hill,2002,561,,,,SCGRANT,,210,,,,,,,,
SC##007900,Kernighan/Ritche,The C Programming Language,,Pearson Education,2002,272,,,,SCGRANT,,95,,,,,,,,
SC##007901,Kernighan/Ritche,The C Programming Language,,Pearson Education,2002,272,,,,SCGRANT,,95,,,,,,,,
SC##007902,"Kanetkar, Yashwant",Understanding Pointers in C,,BPB,2001,501,,,,SCGRANT,,195,,,,,,,,
SC##007903,"Kanetkar, Yashwant",Understanding Pointers in C,,BPB,2001,501,,,,SCGRANT,,195,,,,,,,,
SC##007904,"Schildt, Herbert",The Complete Reference : C,,Tata McGraw Hill,2001,805,,,,SCGRANT,,425,,,,,,,,
SC##007905,"Deitel, H.M.",C: How to Program,,Pearson Education,2001,1253,,,,SCGRANT,,595,,,,,,,,
SC##007906,"Deitel, H.M.",C: How to Program,,Pearson Education,2001,1253,,,,SCGRANT,,595,,,,,,,,
SC##007907,"Mano, Morris M",Computer System Architecture,,Pearson Education,2002,525,,,,SCGRANT,,195,,,,,,,,
SC##007908,"Mano, Morris M",Computer System Architecture,,Pearson Education,2002,525,,,,SCGRANT,,195,,,,,,,,
SC##007909,"Mano, Morris M",Computer System Architecture,,Pearson Education,2002,525,,,,SCGRANT,,195,,,,,,,,
SC##007910,"Mano, Morris M",Computer System Architecture,,Pearson Education,2002,525,,,,SCGRANT,,195,,,,,,,,
SC##007911,Liu/Gibson,Microcomputer System : The 8086/8088Family,,Prentice Hall of India,2001,623,,,,SCGRANT,,195,,,,,,,,
SC##007912,Liu/Gibson,Microcomputer System : The 8086/8088Family,,Prentice Hall of India,2001,623,,,,SCGRANT,,195,,,,,,,,
SC##007913,Liu/Gibson,Microcomputer System : The 8086/8088Family,,Prentice Hall of India,2001,623,,,,SCGRANT,,195,,,,,,,,
SC##007914,Liu/Gibson,Microcomputer System : The 8086/8088Family,,Prentice Hall of India,2001,623,,,,SCGRANT,,195,,,,,,,,
SC##007915,Malvino/Brown,Digital Computer Electronics,,Tata McGraw Hill,2002,522,,,,SCGRANT,,265,,,,,,,,
SC##007916,Malvino/Brown,Digital Computer Electronics,,Tata McGraw Hill,2002,522,,,,SCGRANT,,265,,,,,,,,
SC##007917,"Hennessy, J.L./Patherson",Computer Architecture : A Quantative Approach,,Morgan kauf,2002,760,,,,SCGRANT,,375,,,,,,,,
SC##007918,"Deitel, H.M.",Operating Systems,,Pearson Education,2002,853,,,,SCGRANT,,295,,,,,,,,
SC##007919,"Deitel, H.M.",Operating Systems,,Pearson Education,2002,853,,,,SCGRANT,,295,,,,,,,,
SC##007920,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,458.1,,,,,,,,
SC##007921,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,458.1,,,,,,,,
SC##007922,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,458.1,,,,,,,,
SC##007923,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,458.1,,,,,,,,
SC##007924,"Tanenbaum , Andrew s.",Modern Operating Systems,,Pearson Education,2001,951,,,,SCGRANT,,250,,,,,,,,
SC##007925,"Tanenbaum , Andrew s.",Modern Operating Systems,,Pearson Education,2001,951,,,,SCGRANT,,250,,,,,,,,
SC##007926,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,330.85,,,,,,,,
SC##007927,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,330.85,,,,,,,,
SC##007928,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,330.85,,,,,,,,
SC##007929,Korth/Silberschatz,Database Systems Concepts,,McGraw Hill,2002,1064,,,,SCGRANT,,330.85,,,,,,,,
SC##007930,"Date, C.J.",Introduction to Database Systems,,Pearson Education,2002,938,,,,SCGRANT,,325,,,,,,,,
SC##007931,"Date, C.J.",Introduction to Database Systems,,Pearson Education,2002,938,,,,SCGRANT,,325,,,,,,,,
SC##007932,"Date, C.J.",Introduction to Database Systems,,Pearson Education,2002,938,,,,SCGRANT,,325,,,,,,,,
SC##007933,"Date, C.J.",Introduction to Database Systems,,Pearson Education,2002,938,,,,SCGRANT,,325,,,,,,,,
SC##007934,"Prabhu, C.S.R.",Data Warehousing,,Prentice Hall of India,2002,148,,,,SCGRANT,,150,,,,,,,,
SC##007935,"Prabhu, C.S.R.",Data Warehousing,,Prentice Hall of India,2002,148,,,,SCGRANT,,150,,,,,,,,
SC##007936,Rafiquazzaman/Chandra,Modern Computer Architecture,,Galgotia Publication,2001,40,,,,SCGRANT,,125,,,,,,,,
SC##007937,Rafiquazzaman/Chandra,Modern Computer Architecture,,Galgotia Publication,2001,40,,,,SCGRANT,,125,,,,,,,,
SC##007938,Rafiquazzaman/Chandra,Modern Computer Architecture,,Galgotia Publication,2001,40,,,,SCGRANT,,125,,,,,,,,
SC##007939,"Vaughan, Iay",Multimedia Making It Work,,Tata McGraw Hill,2002,525,,,,SCGRANT,,375,,,,,,,,
SC##007940,"Vaughan, Iay",Multimedia Making It Work,,Tata McGraw Hill,2002,525,,,,SCGRANT,,375,,,,,,,,
SC##007941,"Forouzan, Behrouz A.",Data Communication and Networking,,Tata McGraw Hill,2002,908,,,,SCGRANT,,295,,,,,,,,
SC##007942,"Forouzan, Behrouz A.",Data Communication and Networking,,Tata McGraw Hill,2002,908,,,,SCGRANT,,295,,,,,,,,
