barcode,author,title,volume,publisher,copyright,pages,classificationnumber,language,stockhead,issueinglibrary,subject,price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
SC##014927,,Advanced Microprocessor Pheripharal,,Tata McGraw Hill,2005,666,,,,SCGRANT,,235,,,,,,,,
SC##014928,BodiRam,Advanced Microprocessor And Interfacing,,Tata McGraw Hill,2004,388,,,,SCGRANT,,160,,,,,,,,
SC##014929,BodiRam,Advanced Microprocessor And Interfacing,,Tata McGraw Hill,2004,388,,,,SCGRANT,,160,,,,,,,,
SC##014930,Mathur A.P.,Inroduction To Microprocessors,,Tata McGraw Hill,2005,612,,,,SCGRANT,,210,,,,,,,,
SC##014931,Mathur A.P.,Inroduction To Microprocessors,,Tata McGraw Hill,2005,612,,,,SCGRANT,,210,,,,,,,,
SC##014932,"Krishna,C.M.",Real Time System,,Mcgraw Hill,1997,448,,,,SCGRANT,,354,,,,,,,,
SC##014933,"Krishna,C.M.",Real Time System,,Mcgraw Hill,1997,448,,,,SCGRANT,,354,,,,,,,,
SC##014934,"Lee, William Cy",Mobile Cellular Telecommunication,,Mcgraw Hill,1995,664,,,,SCGRANT,,309.15,,,,,,,,
SC##014935,"Lee, William Cy",Mobile Cellular Telecommunication,,Mcgraw Hill,1995,664,,,,SCGRANT,,309.15,,,,,,,,
SC##014936,"Dhake, A.M.",Television And Video Engineers,,Tata McGraw Hill,2003,646,,,,SCGRANT,,250,,,,,,,,
SC##014937,"Dhake, A.M.",Television And Video Engineers,,Tata McGraw Hill,2003,646,,,,SCGRANT,,250,,,,,,,,
SC##014938,Tokheim,Digital Electronic,,Tata McGraw Hill,2005,518,,,,SCGRANT,,425,,,,,,,,
SC##014939,Tokheim,Digital Electronic,,Tata McGraw Hill,2005,518,,,,SCGRANT,,425,,,,,,,,
SC##014940,"Jain, R.P.",Digital Electronic And Microprocessor Problem And Solution,,Tata McGraw Hill,2005,524,,,,SCGRANT,,210,,,,,,,,
SC##014941,"Jain, R.P.",Digital Electronic And Microprocessor Problem And Solution,,Tata McGraw Hill,2005,524,,,,SCGRANT,,210,,,,,,,,
SC##014942,"Puri, V.K.",Digital Electronic,,Tata McGraw Hill,2004,446,,,,SCGRANT,,150,,,,,,,,
SC##014943,"Puri, V.K.",Digital Electronic,,Tata McGraw Hill,2004,446,,,,SCGRANT,,150,,,,,,,,
SC##014944,"Michel, G.D.",Synthesis And Optimization Of Digital Circuits,,Tata McGraw Hill,2004,579,,,,SCGRANT,,265,,,,,,,,
SC##014945,"Michel, G.D.",Synthesis And Optimization Of Digital Circuits,,Tata McGraw Hill,2004,579,,,,SCGRANT,,265,,,,,,,,
SC##014946,"Cathey,Jimmie",2000 Solved Problems In Electronic,,Tata McGraw Hill,2004,532,,,,SCGRANT,,275,,,,,,,,
SC##014947,"Cathey,Jimmie",2001 Solved Problems In Electronic,,Tata McGraw Hill,2004,532,,,,SCGRANT,,275,,,,,,,,
SC##014948,"Bhattacharya, S.K.",Industrial Electronics & Control,,Tata McGraw Hill,2005,649,,,,SCGRANT,,199,,,,,,,,
SC##014949,"Bhattacharya, S.K.",Industrial Electronics & Control,,Tata McGraw Hill,2005,649,,,,SCGRANT,,199,,,,,,,,
SC##014950,Zbar,Industrial Electronics,,Tata McGraw Hill,2004,278,,,,SCGRANT,,225,,,,,,,,
SC##014951,Zbar,Industrial Electronics,,Tata McGraw Hill,2004,278,,,,SCGRANT,,225,,,,,,,,
SC##014952,"Razavi, Behzad",Design of Analog CMOS Integrated Circuits,,Tata McGraw Hill,2005,684,,,,SCGRANT,,295,,,,,,,,
SC##014953,"Razavi, Behzad",Design of Analog CMOS Integrated Circuits,,Tata McGraw Hill,2005,684,,,,SCGRANT,,295,,,,,,,,
SC##014954,"Franco,Sergio",Design With Operational Amplifiers And Analog integrated Circuits,,Tata McGraw Hill,2002,656,,,,SCGRANT,,265,,,,,,,,
SC##014955,"Franco,Sergio",Design With Operational Amplifiers And Analog integrated Circuits,,Tata McGraw Hill,2002,656,,,,SCGRANT,,265,,,,,,,,
SC##014956,Neamen Donald A.,Semiconduction Physics And Devices,,Tata McGraw Hill,2005,746,,,,SCGRANT,,325,,,,,,,,
SC##014957,Neamen Donald A.,Semiconduction Physics And Devices,,Tata McGraw Hill,2005,746,,,,SCGRANT,,325,,,,,,,,
SC##014958,Anderson,Fundamentals Of Semiconduction Devices,,Mcgraw Hill,2005,800,,,,SCGRANT,,1366.45,,,,,,,,
SC##014959,Anderson,Fundamentals Of Semiconduction Devices,,Mcgraw Hill,2005,800,,,,SCGRANT,,1366.45,,,,,,,,
SC##014960,"Kasap, So",Principles Of Electronic Material And Design,,Tata McGraw Hill,2002,745,,,,SCGRANT,,350,,,,,,,,
SC##014961,"Kasap, So",Principles Of Electronic Material And Design,,Tata McGraw Hill,2002,745,,,,SCGRANT,,350,,,,,,,,
SC##014962,Jasprit Singh,Optoelectronic An Introduction to Material And Design,,Mcgraw Hill,1996,537,,,,SCGRANT,,988.85,,,,,,,,
SC##014963,Jasprit Singh,Optoelectronic An Introduction to Material And Design,,Mcgraw Hill,1996,537,,,,SCGRANT,,988.85,,,,,,,,
SC##014964,"Razavi, Behzad",Design of Integrated Circuits For Optical Communication,,Mcgraw Hill,2003,370,,,,SCGRANT,,1083.25,,,,,,,,
SC##014965,"Razavi, Behzad",Design of Integrated Circuits For Optical Communication,,Mcgraw Hill,2003,370,,,,SCGRANT,,1083.25,,,,,,,,
SC##014966,Gopal M.,Design Of Integrated And Side Variable Mathod,,Tata McGraw Hill,2005,998,,,,SCGRANT,,315,,,,,,,,
SC##014967,Gopal M.,Design Of Integrated And Side Variable Mathod,,Tata McGraw Hill,2005,998,,,,SCGRANT,,315,,,,,,,,
SC##014968,Jones Barry E.,Instrumentation Measurment And Feedbook,,Tata McGraw Hill,2004,283,,,,SCGRANT,,150,,,,,,,,
SC##014969,Jones Barry E.,Instrumentation Measurment And Feedbook,,Tata McGraw Hill,2004,283,,,,SCGRANT,,150,,,,,,,,
SC##014970,"Hall, D.V.",Microprocessor And Interfacing,,Tata McGraw Hill,2004,624,,,,SCGRANT,,299,,,,,,,,
SC##014971,"Hall, D.V.",Microprocessor And Interfacing,,Tata McGraw Hill,2004,624,,,,SCGRANT,,299,,,,,,,,
SC##014972,Predko,Programming Customizing 8051 Microprocessor,,Tata McGraw Hill,2005,541,,,,SCGRANT,,350,,,,,,,,
SC##014973,Predko,Programming Customizing 8051 Microprocessor,,Tata McGraw Hill,2005,541,,,,SCGRANT,,350,,,,,,,,
SC##014974,Bartee. Thoman C.,Digital Computer Fundamentals,,Tata McGraw Hill,2005,610,,,,SCGRANT,,295,,,,,,,,
SC##014975,Bartee. Thoman C.,Digital Computer Fundamentals,,Tata McGraw Hill,2005,610,,,,SCGRANT,,295,,,,,,,,
SC##014976,"Lee, William Cy",Mobile Communication Engineering,,Mcgraw Hill,1998,689,,,,SCGRANT,,1062,,,,,,,,
SC##014977,"Lee, William Cy",Mobile Communication Engineering,,Mcgraw Hill,1998,689,,,,SCGRANT,,1062,,,,,,,,
SC##014978,"Bali, S.P.",Color Television,,Tata McGraw Hill,2003,482,,,,SCGRANT,,295,,,,,,,,
SC##014979,"Bali, S.P.",Color Television,,Tata McGraw Hill,2003,482,,,,SCGRANT,,295,,,,,,,,
SC##014980,"Sharma, S.P.",Basic Radio And Television,,Tata McGraw Hill,2004,700,,,,SCGRANT,,199,,,,,,,,
SC##014981,"Sharma, S.P.",Basic Radio And Television,,Tata McGraw Hill,2004,700,,,,SCGRANT,,199,,,,,,,,
SC##014982,Grob,Basic Electronic,,Tata McGraw Hill,2004,1060,,,,SCGRANT,,595,,,,,,,,
SC##014983,Grob,Basic Electronic,,Tata McGraw Hill,2004,1060,,,,SCGRANT,,595,,,,,,,,
SC##014984,Perry,VHDL Programming By Example,,Tata McGraw Hill,2005,475,,,,SCGRANT,,315,,,,,,,,
SC##014985,Perry,VHDL Programming By Example,,Tata McGraw Hill,2005,475,,,,SCGRANT,,315,,,,,,,,
SC##014986,"Khandpur,R.S.",Hand Book Of Analytical Instrumets,,Tata McGraw Hill,2005,532,,,,SCGRANT,,395,,,,,,,,
SC##014987,"Khandpur,R.S.",Hand Book Of Analytical Instrumets,,Tata McGraw Hill,2005,532,,,,SCGRANT,,395,,,,,,,,
SC##014988,"Salivahanan, S.",Electronic Devices And Circuits,,Tata McGraw Hill,2005,705,,,,SCGRANT,,225,,,,,,,,
SC##014989,"Salivahanan, S.",Electronic Devices And Circuits,,Tata McGraw Hill,2005,705,,,,SCGRANT,,225,,,,,,,,
SC##014990,Millman,Electronic Devices And Circuits,,Mcgraw Hill,2004,753,,,,SCGRANT,,250,,,,,,,,
SC##014991,Millman,Electronic Devices And Circuits,,Mcgraw Hill,2004,753,,,,SCGRANT,,250,,,,,,,,
SC##014992,"Bopat, Y.N.",Electronic Circuits And System,,Tata McGraw Hill,2004,448,,,,SCGRANT,,185,,,,,,,,
SC##014993,"Bopat, Y.N.",Electronic Circuits And System,,Tata McGraw Hill,2004,448,,,,SCGRANT,,185,,,,,,,,
SC##014994,Jaeger R.,Microelectronic Circuits And Design,,Mcgraw Hill,2004,1506,,,,SCGRANT,,1413.65,,,,,,,,
SC##014995,Jaeger R.,Microelectronic Circuits And Design,,Mcgraw Hill,2004,1506,,,,SCGRANT,,1413.65,,,,,,,,
SC##014996,"Sen, PC.",Power Electronics,,Tata McGraw Hill,2003,1031,,,,SCGRANT,,325,,,,,,,,
SC##014997,"Sen, PC.",Power Electronics,,Tata McGraw Hill,2003,1031,,,,SCGRANT,,325,,,,,,,,
SC##014998,Lander,Power Electronics,,Mcgraw Hill,1993,480,,,,SCGRANT,,469.65,,,,,,,,
SC##014999,Lander,Power Electronics,,Mcgraw Hill,1993,480,,,,SCGRANT,,469.65,,,,,,,,
SC##015000,"Jain, P.K.",Network Filters And Transmission Lines,,Tata McGraw Hill,2001,281,,,,SCGRANT,,165,,,,,,,,
SC##015001,"Jain, P.K.",Network Filters And Transmission Lines,,Tata McGraw Hill,2001,281,,,,SCGRANT,,165,,,,,,,,
SC##015002,Roberts,Signals And System,,Tata McGraw Hill,2005,1054,,,,SCGRANT,,425,,,,,,,,
SC##015003,Roberts,Signals And System,,Tata McGraw Hill,2005,1054,,,,SCGRANT,,425,,,,,,,,
SC##015004,Nagrath.I.J.,Signals And System,,Tata McGraw Hill,2005,606,,,,SCGRANT,,225,,,,,,,,
SC##015005,Nagrath.I.J.,Signals And System,,Tata McGraw Hill,2005,606,,,,SCGRANT,,225,,,,,,,,
SC##015006,"Linder,D.K.",Introduction To Signal And System,,Mcgraw Hill,1999,968,,,,SCGRANT,,325,,,,,,,,
SC##015007,"Linder,D.K.",Introduction To Signal And System,,Mcgraw Hill,1999,968,,,,SCGRANT,,325,,,,,,,,
SC##015008,"Antonio, A.",Digital Filters,,Tata McGraw Hill,2005,689,,,,SCGRANT,,260,,,,,,,,
SC##015009,"Antonio, A.",Digital Filters,,Tata McGraw Hill,2005,689,,,,SCGRANT,,260,,,,,,,,
SC##015010,"Mitra,Sanjit A.",Digital Signal Processing,,Tata McGraw Hill,2006,972,,,,SCGRANT,,325,,,,,,,,
SC##015011,"Mitra,Sanjit A.",Digital Signal Processing,,Tata McGraw Hill,2006,972,,,,SCGRANT,,325,,,,,,,,
SC##015012,"Hayes,Monson H.",Digital Signal Processing,,Tata McGraw Hill,2005,432,,,,SCGRANT,,250,,,,,,,,
SC##015013,"Hayes,Monson H.",Digital Signal Processing,,Tata McGraw Hill,2005,432,,,,SCGRANT,,250,,,,,,,,
SC##015014,"Curtin,D.P.",Information Technology,,Tata McGraw Hill,2005,300,,,,SCGRANT,,199,,,,,,,,
SC##015015,"Curtin,D.P.",Information Technology,,Tata McGraw Hill,2005,300,,,,SCGRANT,,199,,,,,,,,
SC##015016,Mcgrowhill,Dictionary Of Computing And Communication,,Tata McGraw Hill,2003,446,,,,SCGRANT,,275,,,,,,,,
SC##015017,Mcgrowhill,Dictionary Of Computing And Communication,,Tata McGraw Hill,2003,446,,,,SCGRANT,,275,,,,,,,,
SC##015018,Trembley,Introduction To Computer Science,,Tata McGraw Hill,2002,806,,,,SCGRANT,,265,,,,,,,,
SC##015019,Trembley,Introduction To Computer Science,,Tata McGraw Hill,2002,806,,,,SCGRANT,,265,,,,,,,,
SC##015020,Godbole Achyat S.,Data Communication And Networks,,Tata McGraw Hill,2005,503,,,,SCGRANT,,225,,,,,,,,
SC##015021,Godbole Achyat S.,Data Communication And Networks,,Tata McGraw Hill,2005,503,,,,SCGRANT,,225,,,,,,,,
SC##015022,"Forouzan, B.A.",Local Area Networks,,Tata McGraw Hill,2005,617,,,,SCGRANT,,275,,,,,,,,
SC##015023,"Forouzan, B.A.",Local Area Networks,,Tata McGraw Hill,2005,617,,,,SCGRANT,,275,,,,,,,,
SC##015024,"Keiser, Gerd",Local Area Networks,,Tata McGraw Hill,2005,379,,,,SCGRANT,,325,,,,,,,,
SC##015025,"Keiser, Gerd",Local Area Networks,,Tata McGraw Hill,2005,379,,,,SCGRANT,,325,,,,,,,,
SC##015026,"Forouzan, B.A.",TCP/IP Protocol,,Tata McGraw Hill,2005,861,,,,SCGRANT,,350,,,,,,,,
SC##015027,"Forouzan, B.A.",TCP/IP Protocol,,Tata McGraw Hill,2005,861,,,,SCGRANT,,350,,,,,,,,
SC##015028,Godbole Achyat S.,Web Technology,,Tata McGraw Hill,2004,599,,,,SCGRANT,,250,,,,,,,,
SC##015029,Godbole Achyat S.,Web Technology,,Tata McGraw Hill,2004,599,,,,SCGRANT,,250,,,,,,,,
SC##015030,"Deshpandey,N.D.",Communication Electronic,,Tata McGraw Hill,2001,418,,,,SCGRANT,,140,,,,,,,,
SC##015031,"Deshpandey,N.D.",Communication Electronic,,Tata McGraw Hill,2001,418,,,,SCGRANT,,140,,,,,,,,
SC##015032,"Hancock, John",Principles Of Communication Theory,,Tata McGraw Hill,2004,253,,,,SCGRANT,,125,,,,,,,,
SC##015033,"Hancock, John",Principles Of Communication Theory,,Tata McGraw Hill,2004,253,,,,SCGRANT,,125,,,,,,,,
SC##015034,Frenzel,Communication Electronic,,Tata McGraw Hill,2004,532,,,,SCGRANT,,260,,,,,,,,
SC##015035,Frenzel,Communication Electronic,,Tata McGraw Hill,2004,532,,,,SCGRANT,,260,,,,,,,,
SC##015036,Prokis,Digital Communication,,Mcgraw Hill,2001,1002,,,,SCGRANT,,472,,,,,,,,
SC##015037,Prokis,Digital Communication,,Mcgraw Hill,2001,1002,,,,SCGRANT,,472,,,,,,,,
SC##015038,Millman/Taub,Pulse Digital And Switching Waveforms,,Tata McGraw Hill,2005,958,,,,SCGRANT,,315,,,,,,,,
SC##015039,Millman/Taub,Pulse Digital And Switching Waveforms,,Tata McGraw Hill,2005,958,,,,SCGRANT,,315,,,,,,,,
SC##015040,Brown Stephen,Fundamentals Of Digital Devices,,Tata McGraw Hill,2003,844,,,,SCGRANT,,395,,,,,,,,
SC##015041,Brown Stephen,Fundamentals Of Digital Devices,,Tata McGraw Hill,2003,844,,,,SCGRANT,,395,,,,,,,,
SC##015042,Hamacher,Computer Organization,,Mcgraw Hill,2002,895,,,,SCGRANT,,271.4,,,,,,,,
SC##015043,Hamacher,Computer Organization,,Mcgraw Hill,2002,895,,,,SCGRANT,,271.4,,,,,,,,
SC##015044,"Hwang,Kai",Advanced Computer Architecture,,Tata McGraw Hill,2005,770,,,,SCGRANT,,575,,,,,,,,
SC##015045,"Hwang,Kai",Advanced Computer Architecture,,Tata McGraw Hill,2005,770,,,,SCGRANT,,575,,,,,,,,
SC##015046,"Fu, Limin",Neural Network In Computer Intellegence,,Tata McGraw Hill,2004,460,,,,SCGRANT,,225,,,,,,,,
SC##015047,"Fu, Limin",Neural Network In Computer Intellegence,,Tata McGraw Hill,2004,460,,,,SCGRANT,,225,,,,,,,,
SC##015048,"Sudhakar, A.",Circuits And Networks,,Tata McGraw Hill,2005,828,,,,SCGRANT,,235,,,,,,,,
SC##015049,"Sudhakar, A.",Circuits And Networks,,Tata McGraw Hill,2005,828,,,,SCGRANT,,235,,,,,,,,
SC##015050,Palmar,Introduction To Digital System,,Tata McGraw Hill,2004,396,,,,SCGRANT,,250,,,,,,,,
SC##015051,Palmar,Introduction To Digital System,,Tata McGraw Hill,2004,396,,,,SCGRANT,,250,,,,,,,,
SC##015052,Ramanan,Functional Electronics,,Tata McGraw Hill,2005,751,,,,SCGRANT,,265,,,,,,,,
SC##015053,Ramanan,Functional Electronics,,Tata McGraw Hill,2005,751,,,,SCGRANT,,265,,,,,,,,
SC##015054,Mendelson Elliolt,Bootan Algebra Is Switching Circuits,,Tata McGraw Hill,2004,212,,,,SCGRANT,,185,,,,,,,,
SC##015055,Mendelson Elliolt,Bootan Algebra Is Switching Circuits,,Tata McGraw Hill,2004,212,,,,SCGRANT,,185,,,,,,,,
SC##015056,Bogart,Introduction To Digital Circuits,,Mcgraw Hill,1991,820,,,,SCGRANT,,988.85,,,,,,,,
SC##015057,Bogart,Introduction To Digital Circuits,,Mcgraw Hill,1991,820,,,,SCGRANT,,988.85,,,,,,,,
SC##015058,Malvino,Semiconductor Circuits Approximate,,Tata McGraw Hill,2005,441,,,,SCGRANT,,275,,,,,,,,
SC##015059,Malvino,Semiconductor Circuits Approximate,,Tata McGraw Hill,2005,441,,,,SCGRANT,,275,,,,,,,,
SC##015060,Hodges,Digital Integrated Circuits,,Tata McGraw Hill,2005,578,,,,SCGRANT,,295,,,,,,,,
SC##015061,Hodges,Digital Integrated Circuits,,Tata McGraw Hill,2005,578,,,,SCGRANT,,295,,,,,,,,
SC##015062,M. Gopal,Control System,,Tata McGraw Hill,2005,970,,,,SCGRANT,,295,,,,,,,,
SC##015063,M. Gopal,Control System,,Tata McGraw Hill,2005,970,,,,SCGRANT,,295,,,,,,,,
SC##015064,Gupta R.G.,Electronic Intruments And System,,Tata McGraw Hill,2005,572,,,,SCGRANT,,195,,,,,,,,
SC##015065,Gupta R.G.,Electronic Intruments And System,,Tata McGraw Hill,2005,572,,,,SCGRANT,,195,,,,,,,,
SC##015066,Iyer T.S.K.,Circuits Theory,,Tata McGraw Hill,2005,520,,,,SCGRANT,,250,,,,,,,,
SC##015067,Iyer T.S.K.,Circuits Theory,,Tata McGraw Hill,2005,520,,,,SCGRANT,,250,,,,,,,,
SC##015068,Alexender,Fundamentals Of Electric Circuits,,Tata McGraw Hill,2005,0,,,,SCGRANT,,525,,,,,,,,
SC##015069,Alexender,Fundamentals Of Electric Circuits,,Tata McGraw Hill,2005,0,,,,SCGRANT,,525,,,,,,,,
SC##015070,Nagraja,Elements OF Electric Navigation,,Tata McGraw Hill,2005,172,,,,SCGRANT,,125,,,,,,,,
SC##015071,Nagraja,Elements OF Electric Navigation,,Tata McGraw Hill,2005,172,,,,SCGRANT,,125,,,,,,,,
SC##015072,"Carr,Joseph",RF Circuits Design,,Tata McGraw Hill,2004,533,,,,SCGRANT,,375,,,,,,,,
SC##015073,"Carr,Joseph",RF Circuits Design,,Tata McGraw Hill,2004,533,,,,SCGRANT,,375,,,,,,,,
SC##015074,Venkataramani,Digital Signal Processing,,Tata McGraw Hill,2005,413,,,,SCGRANT,,250,,,,,,,,
SC##015075,Venkataramani,Digital Signal Processing,,Tata McGraw Hill,2005,413,,,,SCGRANT,,250,,,,,,,,
SC##015076,Hutchinston,Computer Communication Information,,Tata McGraw Hill,2000,0,,,,SCGRANT,,295,,,,,,,,
SC##015077,Hutchinston,Computer Communication Information,,Tata McGraw Hill,2000,0,,,,SCGRANT,,295,,,,,,,,
SC##015078,Kasera,ATM Network,,Tata McGraw Hill,2006,466,,,,SCGRANT,,325,,,,,,,,
SC##015079,Kasera,ATM Network,,Tata McGraw Hill,2006,466,,,,SCGRANT,,325,,,,,,,,
SC##015080,"Bul,Brook Dale",Wap A Beginners Guide,,Tata McGraw Hill,2005,319,,,,SCGRANT,,195,,,,,,,,
SC##015081,"Bul,Brook Dale",Wap A Beginners Guide,,Tata McGraw Hill,2005,319,,,,SCGRANT,,195,,,,,,,,
SC##015082,Ali. Syed,Digital Switching Systems,,Tata McGraw Hill,2003,217,,,,SCGRANT,,195,,,,,,,,
SC##015083,Ali. Syed,Digital Switching Systems,,Tata McGraw Hill,2003,217,,,,SCGRANT,,195,,,,,,,,
SC##015084,Grob,Basic Electronics,,Tata McGraw Hill,2003,1086,,,,SCGRANT,,425,,,,,,,,
SC##015085,Grob,Basic Electronics,,Tata McGraw Hill,2003,1086,,,,SCGRANT,,425,,,,,,,,
SC##015086,Taub,Digital Integrated Electronics,,Tata McGraw Hill,1977,650,,,,SCGRANT,,318.6,,,,,,,,
SC##015087,Taub,Digital Integrated Electronics,,Tata McGraw Hill,1977,650,,,,SCGRANT,,318.6,,,,,,,,
SC##015088,"Geiger, Randall",VLSI Design Technologies For Analog Digital Electronics,,Mcgraw Hill,1990,969,,,,SCGRANT,,1036.04,,,,,,,,
SC##015089,"Geiger, Randall",VLSI Design Technologies For Analog Digital Electronics,,Mcgraw Hill,1990,969,,,,SCGRANT,,1036.04,,,,,,,,
SC##015090,Salvarajan,Optical Fiber Communication,,Tata McGraw Hill,2005,355,,,,SCGRANT,,195,,,,,,,,
SC##015091,Salvarajan,Optical Fiber Communication,,Tata McGraw Hill,2005,355,,,,SCGRANT,,195,,,,,,,,
SC##015092,Young,Internet Mellenium Edition,,Tata McGraw Hill,2005,956,,,,SCGRANT,,395,,,,,,,,
SC##015093,Young,Internet Mellenium Edition,,Tata McGraw Hill,2005,956,,,,SCGRANT,,395,,,,,,,,
SC##015094,Neamen,Electronic Circuits Analysis And Design,,Tata McGraw Hill,2005,1232,,,,SCGRANT,,495,,,,,,,,
SC##015095,Neamen,Electronic Circuits Analysis And Design,,Tata McGraw Hill,2005,1232,,,,SCGRANT,,495,,,,,,,,
SC##015096,Bracewell Ronald N.,The Fourier Transform And Its Applications,,Tata McGraw Hill,2000,616,,,,SCGRANT,,325,,,,,,,,
SC##015097,Bracewell Ronald N.,The Fourier Transform And Its Applications,,Tata McGraw Hill,2000,616,,,,SCGRANT,,325,,,,,,,,
SC##015098,Hayes,Digital Signal Processing,,Tata McGraw Hill,2005,432,,,,SCGRANT,,250,,,,,,,,
SC##015099,Hayes,Digital Signal Processing,,Tata McGraw Hill,2005,432,,,,SCGRANT,,250,,,,,,,,
SC##015100,Venkatramani,Digital Signal Processing,,Tata McGraw Hill,2005,413,,,,SCGRANT,,250,,,,,,,,
SC##015101,Venkatramani,Digital Signal Processing,,Tata McGraw Hill,2005,413,,,,SCGRANT,,250,,,,,,,,
SC##015102,Kasera/ Narang,3G Network,,Tata McGraw Hill,2004,570,,,,SCGRANT,,495,,,,,,,,
SC##015103,Kasera/ Narang,3G Network,,Tata McGraw Hill,2004,570,,,,SCGRANT,,495,,,,,,,,
SC##015104,Forozan,Business Data Communication,,Tata McGraw Hill,2003,405,,,,SCGRANT,,275,,,,,,,,
SC##015105,Forozan,Business Data Communication,,Tata McGraw Hill,2003,405,,,,SCGRANT,,275,,,,,,,,
SC##015106,"Amann,Paul",Monogius Dynamics IP Networks,,Tata McGraw Hill,2000,438,,,,SCGRANT,,350,,,,,,,,
SC##015107,"Amann,Paul",Monogius Dynamics IP Networks,,Tata McGraw Hill,2000,438,,,,SCGRANT,,350,,,,,,,,
SC##015108,Jaeger,Microelectronic Circuits And Design,,Mcgraw Hill,2004,1505,,,,SCGRANT,,1413.65,,,,,,,,
SC##015109,Givon Donald,Digital Principles and Design,,Tata McGraw Hill,2005,702,,,,SCGRANT,,295,,,,,,,,
SC##015110,Givon Donald,Digital Principles and Design,,Tata McGraw Hill,2005,702,,,,SCGRANT,,295,,,,,,,,
SC##015111,Kasera / Narang,Communication Network,,Tata McGraw Hill,2005,389,,,,SCGRANT,,330,,,,,,,,
SC##015112,Kasera / Narang,Communication Network,,Tata McGraw Hill,2005,389,,,,SCGRANT,,330,,,,,,,,
SC##015113,"Carly, Glen",Broad Band Networking,,Tata McGraw Hill,2002,474,,,,SCGRANT,,350,,,,,,,,
SC##015114,"Carly, Glen",Broad Band Networking,,Tata McGraw Hill,2002,474,,,,SCGRANT,,350,,,,,,,,
SC##015115,"Long, Cormae",IP Network Design,,Tata McGraw Hill,2001,500,,,,SCGRANT,,295,,,,,,,,
SC##015116,"Long, Cormae",IP Network Design,,Tata McGraw Hill,2001,500,,,,SCGRANT,,295,,,,,,,,
SC##015117,Maxrs,VPNS : A Begineers Guide,,Tata McGraw Hill,2002,596,,,,SCGRANT,,395,,,,,,,,
SC##015118,Maxrs,VPNS : A Begineers Guide,,Tata McGraw Hill,2002,596,,,,SCGRANT,,395,,,,,,,,
SC##015119,MCMahan,Introduction to Networking,,Tata McGraw Hill,2003,396,,,,SCGRANT,,350,,,,,,,,
SC##015120,MCMahan,Introduction to Networking,,Tata McGraw Hill,2003,396,,,,SCGRANT,,350,,,,,,,,
SC##015121,"Teams,Lloyd",Electronic Communication,,Tata McGraw Hill,2005,178,,,,SCGRANT,,150,,,,,,,,
SC##015122,"Teams,Lloyd",Electronic Communication,,Tata McGraw Hill,2005,178,,,,SCGRANT,,150,,,,,,,,
SC##015123,"Bhattacharya, A..",Digital Communication,,Tata McGraw Hill,2006,516,,,,SCGRANT,,295,,,,,,,,
SC##015124,"Bhattacharya, A..",Digital Communication,,Tata McGraw Hill,2006,516,,,,SCGRANT,,295,,,,,,,,
SC##015125,Gopalan,Introduction To Digital Microelectronic Circuits,,Tata McGraw Hill,2000,628,,,,SCGRANT,,265,,,,,,,,
SC##015126,Gopalan,Introduction To Digital Microelectronic Circuits,,Tata McGraw Hill,2000,628,,,,SCGRANT,,265,,,,,,,,
SC##015127,Veerajan,Probability Stastics And Random Process,,Tata McGraw Hill,2003,692,,,,SCGRANT,,215,,,,,,,,
SC##015128,Veerajan,Probability Stastics And Random Process,,Tata McGraw Hill,2003,692,,,,SCGRANT,,215,,,,,,,,
SC##015129,Peeples Peyhenz,Probability Random Variables And Random Signal Principal,,Tata McGraw Hill,2002,462,,,,SCGRANT,,250,,,,,,,,
SC##015130,Peeples Peyhenz,Probability Random Variables And Random Signal Principal,,Tata McGraw Hill,2002,462,,,,SCGRANT,,250,,,,,,,,
SC##015131,Macrovitz A.B.,Introduction To Logic Design,,Tata McGraw Hill,2005,652,,,,SCGRANT,,395,,,,,,,,
SC##015132,Macrovitz A.B.,Introduction To Logic Design,,Tata McGraw Hill,2005,652,,,,SCGRANT,,395,,,,,,,,
SC##015133,Satish Kumar,Neural Network,,Tata McGraw Hill,2005,736,,,,SCGRANT,,295,,,,,,,,
SC##015134,Satish Kumar,Neural Network,,Tata McGraw Hill,2005,736,,,,SCGRANT,,295,,,,,,,,
SC##015135,Base/Liang,Neural Network Fundamentals With graph Alogrithums And Applications,,Tata McGraw Hill,2005,478,,,,SCGRANT,,210,,,,,,,,
SC##015136,Base/Liang,Neural Network Fundamentals With graph Alogrithums And Applications,,Tata McGraw Hill,2005,478,,,,SCGRANT,,210,,,,,,,,
SC##015137,Smith,Modern Communication Circuits,,Tata McGraw Hill,2005,576,,,,SCGRANT,,265,,,,,,,,
SC##015138,Smith,Modern Communication Circuits,,Tata McGraw Hill,2005,576,,,,SCGRANT,,265,,,,,,,,
SC##015139,"Pal, Ajit",Microprocessor,,Tata McGraw Hill,2005,332,,,,SCGRANT,,195,,,,,,,,
SC##015140,"Pal, Ajit",Microprocessor,,Tata McGraw Hill,2005,332,,,,SCGRANT,,195,,,,,,,,
SC##015141,"Deshmukh, Ajay V",Microcontrollers,,Tata McGraw Hill,2005,734,,,,SCGRANT,,225,,,,,,,,
